DAUID,Population Density per Square Kilometer
13010036,469.7
13010037,96.8
13010038,10.8
13010039,2054.7
13010040,1575.2
13010041,4696
13010042,3832
13010043,4310.9
13010044,2998
13010045,8057.9
13010046,9665.4
13010047,7254.6
13010048,4171.2
13010050,6320.2
13010051,6598.5
13010052,10400.8
13010053,8620.1
13010054,5403.8
13010055,76.8
13010056,453.3
13010057,31.3
13010059,42.9
13010060,1199.5
13010063,300
13010064,636.7
13010065,2125.7
13010066,637.9
13010067,2605.2
13010068,2144.6
13010069,3041.2
13010070,4555.9
13010071,4053.3
13010072,5384.6
13010073,290.1
13010074,3645.9
13010075,2876.1
13010076,1444.5
13010077,1693.1
13010078,2431.1
13010079,2625.5
13010080,700.9
13010081,1922.3
13010082,1154.7
13010083,448.2
13010084,552.5
13010085,310.5
13010087,2405.4
13010088,2433.7
13010089,610.8
13010090,106
13010091,1846.4
13010092,1098.3
13010093,943.6
13010094,292.8
13010095,398.8
13010096,50.4
13010097,377.4
13010098,10.7
13010099,33.5
13010103,123.7
13010104,474.1
13010105,1931.2
13010106,1378.5
13010107,2991.7
13010108,6098.1
13010109,6497.1
13010110,1429.3
13010111,2559.2
13010112,4444.4
13010113,2576.3
13010114,2565.9
13010115,2363
13010116,1952.2
13010117,335.6
13010118,2091.8
13010119,2496.7
13010120,1369.9
13010121,4478.6
13010122,1830.7
13010123,3444.6
13010124,824.8
13010125,3854.5
13010126,52.2
13010127,99.6
13010128,574.9
13010129,3068.5
13010130,862.3
13010133,1737.5
13010134,422
13010135,594.6
13010136,1139.1
13010137,1258.2
13010138,97.9
13010139,116.5
13010140,1080.9
13010141,64.7
13010143,57.6
13010144,58.7
13010146,452.1
13010147,1839.7
13010148,839.7
13010149,2434.9
13010150,834.3
13010151,1035
13010152,2460.5
13010153,1761
13010154,42
13010155,1.1
13010156,136.1
13010157,4.9
13010158,16.1
13010159,20.6
13010160,21.9
13010161,10.6
13010162,128.6
13010163,6.2
13010164,3.9
13010165,8.4
1302,7.6
13020051,0.1
13020052,1.5
13020053,1.4
13020054,13.1
13020055,35.1
13020056,21.8
13020057,93.7
13020058,11.9
13020059,188
13020060,61.5
13020061,94
13020062,119.5
13020063,35.3
13020064,14.4
13020065,21.8
13020066,2.3
13020067,26.6
13020068,18
13020069,46.2
13020070,15.9
13020071,22.9
13020072,22.7
13020073,0
13020074,221.2
13020075,1157.5
13020076,1177.9
13020077,140.4
13020078,8.2
13020079,45.8
13020080,23.3
13020081,29.7
13020082,8.9
13020083,4.6
13020084,13.7
13020085,2.3
13020086,24.2
13020087,188.8
13020088,540.1
13020089,1564.5
13020090,1635.5
13020091,1400.9
13020092,320.8
13020093,283.9
13020094,1158.5
13020095,87.1
13020096,9
13020097,1.1
13020098,4.5
13020099,0.9
13020100,3
13020101,10.7
13020102,23.3
13020103,19.2
13020104,56.8
13020105,69.9
13020106,19.8
1303,10.3
13030044,1.9
13030045,0.7
13030046,2.7
13030047,4.4
13030048,4.1
13030049,12.9
13030050,79.8
13030051,1094.1
13030052,239.6
13030053,73.3
13030054,246.2
13030055,83.5
13030056,40.1
13030057,11.2
13030058,858.1
13030059,1332.4
13030060,129.4
13030061,731.9
13030062,3041.8
13030063,2443.9
13030064,235
13030065,2081.7
13030066,1234
13030067,307.3
13030069,549.7
13030070,1717.5
13030071,1129.4
13030072,1717
13030074,142.4
13030075,0
13030077,129.8
13030078,36.1
13030079,39.7
13030080,152.1
13030083,89.4
13030085,120.5
13030086,28.7
13030087,2
13030088,30.1
13030089,20.7
13030090,1.3
13030091,2.6
13030092,12.8
13030093,37.7
13030094,55.6
13030103,231.2
13030104,5.3
13030105,1.4
13030106,28.5
13030107,0
13030109,687.6
13030110,0
13030111,844.5
1304,3
13040035,1.2
13040036,104.1
13040038,47.2
13040040,8.8
13040041,0.8
13040042,1.8
13040043,0.3
13040044,6.7
13040045,6
13040046,16
13040047,1.4
13040048,1.4
13040049,2.5
13040050,1.1
13040051,1.3
13040052,7.7
13040053,4.4
13040054,86.2
13040055,202.7
13040056,271.5
13040057,61.1
13040058,31
13040059,57.8
13040060,59.9
13040062,3.9
1305,20.4
13050084,3.3
13050085,2.7
13050086,5.5
13050087,5.2
13050088,48.7
13050089,37.2
13050090,88.6
13050091,315.1
13050092,234.3
13050093,187.7
13050094,7.1
13050095,8.2
13050096,10.2
13050097,321.8
13050098,1680.4
13050099,3367.3
13050100,479.2
13050101,475.2
13050102,13.8
13050103,18
13050104,2.9
13050105,6.7
13050106,6.5
13050107,11.2
13050108,16.5
13050109,20.6
13050110,9.3
13050111,10.7
13050112,6
13050113,5.6
13050114,11.3
13050115,11.5
13050116,38.6
13050117,26.9
13050118,77.8
13050119,192.7
13050120,158.2
13050121,58.3
13050122,71.3
13050123,90.6
13050124,463.7
13050125,172.3
13050126,406.4
13050127,915.1
13050128,536.1
13050129,1020
13050130,645.1
13050132,1294.4
13050133,500.9
13050134,1471.9
13050135,989.3
13050136,1134
13050137,1384.6
13050138,366.4
13050139,721
13050140,660.4
13050141,71
13050142,88.1
13050143,276.9
13050144,696.5
13050145,575.4
13050146,105.4
13050147,47.1
13050148,93.2
13050149,285.9
13050150,354.1
13050151,744.5
13050152,1215.9
13050153,15.4
13050157,1110.5
13050159,724.3
13050160,597.7
13050164,1216
13050166,1073.6
13050167,1246
13050168,467.7
13050169,157.7
13050170,138.7
13050173,1290.5
13050174,588.4
13050175,10.4
13050176,8.3
13050177,20.2
13050178,409
13050179,1271.8
13050180,644.5
13050181,243.9
13050182,890.8
13050183,637.3
13050184,12.8
13050185,85
13050186,44.2
13050187,46.6
13050188,1.7
13050189,12.1
13050190,8
13050191,23.1
13050192,12.6
13050193,25.9
13050194,19.1
13050195,7.9
13050196,63.9
13050197,277.8
13050198,436.3
13050199,478.6
13050200,1011.6
13050201,444.6
13050202,97.7
13050203,654.3
13050204,25.2
13050205,11.2
13050206,19.7
13050207,4.8
13050208,5
13050209,1.1
13050210,2.2
13050211,5.8
13050212,3.3
13050213,705.9
13050214,728.1
13050215,595.6
13050218,883.7
13050221,1030.9
13050223,839.4
13050224,1074.7
13050226,1147
13050228,453.3
13050229,707.5
13050232,1108.1
13050233,1202.5
1306,17
13060001,290.1
13060002,2347.9
13060003,3063.1
13060004,609.8
13060005,2267.5
13060006,1673.7
13060007,410.4
13060008,2025.2
13060009,1552.9
13060010,2398.2
13060011,2314.8
13060012,1549.5
13060013,2279.6
13060014,624.6
13060017,2226.9
13060018,2224.4
13060019,1786.4
13060020,3378.4
13060021,2917.8
13060022,1059.8
13060023,3062.3
13060024,1793
13060025,1832.9
13060026,1417.8
13060027,873
13060028,114.8
13060029,229.1
13060030,1805.9
13060031,1505.6
13060032,916.3
13060052,2611.3
13060053,128.7
13060054,39.9
13060055,50.9
13060056,13.6
13060057,123.4
13060058,121.2
13060059,78.2
13060060,3.9
13060061,3.8
13060062,4.1
13060063,102.8
13060064,1.3
13060065,5.9
13060066,0
13060067,2.1
13060068,2
13060069,10.9
13060070,9.8
13060071,21
13060072,53.5
13060073,6.1
13060074,3.1
1307,44.7
13070033,255.3
13070034,729.3
13070035,334.6
13070036,499.6
13070037,2350.2
13070038,1131
13070039,2131.1
13070040,789.8
13070041,2170.4
13070042,3402.5
13070043,2318.8
13070044,1340.5
13070045,1816.7
13070046,3206.8
13070047,1975.9
13070048,3433.2
13070049,370.5
13070050,1535.7
13070051,1907.3
13070052,1652
13070053,2756.5
13070054,2164
13070055,1762.2
13070056,2893.7
13070057,6216.2
13070058,6783.4
13070059,2845
13070060,3433.1
13070061,2624.4
13070062,2284.1
13070063,1140.6
13070064,2718.8
13070065,2845.5
13070066,754.7
13070067,674.8
13070068,1636.2
13070069,3169.4
13070070,5283.8
13070071,4294.5
13070072,2797.9
13070073,4745.6
13070074,2775.1
13070075,3304.7
13070076,3396.4
13070077,5870.7
13070078,1723.4
13070079,3327.3
13070080,3864.7
13070081,2781.7
13070082,2934.2
13070083,4698.3
13070084,4326.8
13070085,3938.8
13070088,1411.6
13070089,2873.8
13070090,2554.6
13070092,4089
13070093,2264.8
13070094,1952.7
13070095,4698.7
13070096,1063.6
13070097,2764.8
13070098,4363.9
13070099,1702.9
13070100,194.9
13070101,1438.4
13070102,2170.9
13070105,2140.6
13070106,2108.7
13070107,1772.7
13070109,1577.1
13070110,2441.5
13070111,2543.9
13070113,1462.3
13070114,432.9
13070115,263.5
13070116,1898.5
13070117,2061.9
13070118,2677.7
13070119,4385.6
13070120,4288.4
13070121,3266.4
13070122,6473.4
13070123,4166.7
13070124,4809.6
13070125,3012.4
13070126,4599.6
13070127,4886.5
13070128,6040.6
13070129,4533.5
13070130,3748.9
13070131,1211.3
13070132,2003.4
13070133,235.3
13070134,1099.6
13070135,2562.5
13070136,3040.1
13070137,2481
13070138,2877.6
13070139,2073.7
13070140,2033.1
13070141,3032.9
13070142,630.1
13070143,4259.6
13070146,374.7
13070147,2575.8
13070175,552.1
13070176,2178.9
13070177,2021.5
13070180,1335.4
13070181,2020.5
13070182,505.2
13070183,2355.6
13070186,412.6
13070187,576.1
13070188,184.2
13070225,4703.7
13070226,48
13070227,1040.9
13070228,2658.9
13070229,147.5
13070230,138.3
13070231,107.5
13070232,65.8
13070233,59.6
13070234,86.4
13070235,156.9
13070236,59.7
13070238,336.7
13070239,915.4
13070240,1263.9
13070241,1454.4
13070242,1312.2
13070248,30.8
13070249,136.2
13070250,14.4
13070251,28.1
13070252,54
13070253,28.3
13070254,13.5
13070255,28.5
13070256,82.8
13070257,54.3
13070258,52.4
13070259,139.2
13070260,20.5
13070261,19
13070262,410.2
13070263,129.6
13070264,101.8
13070265,676.2
13070266,9.9
13070267,5.3
13070268,118.4
13070269,93.9
13070270,62.8
13070271,7.1
13070272,10.8
13070273,7.9
13070274,1
13070275,3.8
13070276,4.6
13070277,39.3
13070278,1628.9
13070279,1972.2
13070280,126.9
13070281,1649.6
13070284,4.3
13070285,36
13070286,21.4
13070287,55.8
13070288,32.1
13070289,51.4
13070290,5.1
13070291,65.2
13070292,351.7
13070293,95.7
13070294,1.1
13070295,36.8
13070296,50.1
13070297,110.5
13070298,616.1
13070299,439.4
13070300,1284.2
13070301,687
13070302,195.9
13070303,6
13070304,25.1
13070305,12.3
13070306,3.9
13070307,144
13070308,3.1
13070309,5
13070310,10.2
13070311,18.6
13070312,53.1
13070313,11.2
13070314,14.3
13070315,8.4
13070316,17.2
13070317,30.4
13070318,42.6
13070319,15.1
13070321,647.3
13070322,2587
13070323,928.5
13070324,196.6
13070325,2463.8
13070326,2989.1
13070327,2902.7
13070328,3023.6
13070329,2898.6
13070330,1904.8
13070331,1329.3
13070332,2340.3
13070333,1746.3
13070334,1133.6
13070335,2339
13070336,1443.4
13070340,14.3
13070342,64.3
13070343,0
13070344,319.8
13070347,24.9
13070351,58.3
13070352,30.6
13070354,30.1
13070355,25.3
13070356,34
1308,7.1
13080067,1.3
13080068,2.3
13080069,11.4
13080070,423.3
13080071,584.5
13080072,10.8
13080073,27
13080074,50.6
13080075,152.4
13080076,219.9
13080077,72
13080078,96.1
13080079,315.1
13080080,4.9
13080081,137.4
13080082,683
13080083,91.7
13080085,0
13080086,1.2
13080087,3.5
13080088,2.4
13080089,27.7
13080090,20.7
13080091,2
13080092,2.5
13080093,0
13080094,0.3
13080095,3.4
13080096,2.8
13080097,5.3
13080098,13.3
13080099,27
13080100,20.2
13080101,266.6
13080102,48.6
13080103,423
13080104,1931.3
13080105,154.2
13080106,176.2
13080108,25
13080109,15.5
13080110,10
13080111,15.5
13080112,7
13080114,419.5
13080116,13.9
13080119,106.4
13080121,42.6
13080122,152
13080123,48.9
13080124,60.8
13080129,246.3
13080130,197.7
13080131,462.1
13080132,4.9
13080133,4.4
13080137,42.7
13080139,23.5
13080146,43.4
13080147,52.1
13080148,26.4
13080149,6.1
13080150,40
13080151,16.9
13080152,0
13080153,18.9
13080154,5.1
13080155,0
13080156,0
1309,3.5
13090106,0
13090107,76.8
13090108,0
13090109,91.4
13090110,16.9
13090111,10.3
13090112,19.7
13090113,67.7
13090114,88.5
13090115,635.9
13090117,59
13090118,64.2
13090121,7.3
13090122,2.9
13090123,10.3
13090124,2.1
13090125,2.1
13090126,64.9
13090127,56.1
13090128,439.6
13090129,442.8
13090130,1898.7
13090131,1854.9
13090132,745.6
13090133,611.5
13090134,1137.5
13090135,416
13090136,267.4
13090137,31.6
13090138,73.5
13090139,867.8
13090140,200.8
13090141,199.7
13090142,47.5
13090143,17.3
13090144,84
13090145,14.8
13090146,222.6
13090147,855.3
13090148,2005.5
13090149,524.5
13090150,2144.5
13090151,768.8
13090152,2108.5
13090153,1665.3
13090154,1261.7
13090155,283.1
13090156,458.3
13090157,77.2
13090158,101.1
13090159,63.6
13090160,18.2
13090161,2.3
13090163,10
13090164,17.6
13090165,27.5
13090166,43.5
13090167,43.7
13090168,1.7
13090169,3
13090170,2.6
13090174,0
13090175,0
13090176,0
13090177,0
13090178,0
13090179,0
13090180,0
13090181,0
13090182,0
13090183,0
13090184,0
13090185,0
13090186,0
13090187,0
13090188,0
13090189,200.9
13090190,15.3
13090191,73.6
13090192,25.4
13090193,4
13090195,0.1
13090196,1.9
13090197,50
13090198,45.7
13090199,25.7
13090200,94.4
13090201,0.4
13090202,1.1
13090203,1.5
13090204,2.9
13090205,131.4
13090206,241.1
13090207,2.5
13090208,5.2
13090209,1.9
13090210,2.6
13090211,6.5
13090212,23.2
13090213,15.8
13090214,2.2
13090215,63.3
13090216,51.4
13090217,15.2
13090218,18.7
13090219,71.1
13090220,18.6
13090221,2.3
13090222,0.6
13090322,0.7
13090324,1.3
13090326,0.6
13090327,0.2
13090334,3.4
13090336,8.2
13090337,63.9
13090338,2.9
13090339,2.4
13090340,1.1
1310,13
13100162,23.5
13100163,3
13100164,16.2
13100165,9.2
13100166,6.9
13100167,1.6
13100168,134.5
13100169,155
13100171,288.3
13100172,517.5
13100173,1948.7
13100174,1538.5
13100175,1456.3
13100176,1290.3
13100177,0
13100178,2194.3
13100179,0
13100180,954.5
13100181,1239.9
13100182,1767.4
13100183,440.3
13100184,2534.8
13100185,2058
13100186,1310.2
13100187,2083.7
13100188,2202.9
13100189,1953.3
13100190,1348.5
13100191,3279
13100192,1722.7
13100193,2115.4
13100194,1844.3
13100195,1777.9
13100196,206.6
13100197,379.5
13100198,1870.4
13100199,2265.8
13100200,408
13100201,662.2
13100202,2025.7
13100203,1772.1
13100204,5265.6
13100205,4554.4
13100206,5533
13100207,4400.6
13100208,1104.2
13100209,3146.5
13100210,5449.3
13100211,2599.7
13100212,2426.8
13100213,2950.9
13100214,3424.9
13100215,976.4
13100216,2698.9
13100217,1753.6
13100218,2070.9
13100219,533.7
13100220,3641.1
13100221,1592.2
13100222,2184.6
13100223,4847.2
13100224,324.6
13100225,1059.9
13100226,2332.6
13100227,5354.7
13100228,1782.1
13100229,2323.4
13100230,27.2
13100231,912.5
13100232,1690.6
13100233,2340.3
13100234,2120.9
13100235,208.4
13100236,259.1
13100237,2326.3
13100238,3113.1
13100239,103.2
13100240,116.3
13100241,192.8
13100242,417.1
13100243,1051.9
13100244,605.1
13100245,299.2
13100246,51.2
13100248,1138
13100249,964.5
13100250,1395.2
13100251,280
13100252,606.2
13100253,955.1
13100257,160.6
13100258,67.3
13100259,530.9
13100260,485.3
13100262,12.8
13100263,71.5
13100264,29.8
13100265,85
13100266,1638.7
13100267,248.1
13100268,1062.5
13100269,1885.5
13100270,161.8
13100271,2.6
13100272,4
13100273,163.5
13100274,7
13100275,2.1
13100276,2.2
13100277,0.1
13100278,35.3
13100279,502.2
13100280,1215.8
13100281,1
13100282,60.2
13100283,0.6
13100284,28.7
13100285,2.8
13100286,5.2
13100287,69.9
13100288,1366.7
13100289,3.1
13100290,22.6
13100291,4.1
13100292,2.4
13100293,11.5
13100294,23
13100295,6.4
13100297,16.1
13100299,0.4
13100302,187.9
13100303,250.9
13100304,486.4
13100305,2421.8
13100306,46
13100307,513.8
13100308,42.4
13100309,21.4
13100310,136.6
13100312,19.2
13100313,42.4
13100315,8.6
13100316,4.3
13100317,1.4
13100318,468.9
13100319,1813.6
13100320,2008.8
13100321,0
13100326,1.3
13100338,20.1
13100339,8.9
13100340,11.7
13100342,29.1
13100344,1808.5
13100345,23.4
13100349,366.4
13100350,13.1
13100351,92.8
13100352,620.4
13100353,934.8
13100354,516.7
13100355,474.3
13100356,40.3
13100357,207.7
13100358,1203.4
13100359,713.5
13100360,2376.7
13100361,49.5
13100362,360.9
13100363,120.2
13100364,998.4
13100366,583.5
1311,8
13110047,0.6
13110048,2
13110049,1.7
13110050,1.6
13110051,7.1
13110052,5.1
13110053,65.1
13110054,624.6
13110055,13.6
13110056,18.6
13110057,22.9
13110058,9.3
13110059,9.7
13110060,9
13110062,310.9
13110063,703.7
13110064,616.1
13110065,1986.7
13110066,2446.3
13110067,602.4
13110068,2979.7
13110069,1176.6
13110071,72.4
13110072,242.2
13110074,6
13110075,3.5
13110076,5.2
13110077,7.8
13110078,6.5
13110079,8.6
13110080,4.7
13110081,5.4
13110082,6.8
13110083,17.4
13110084,7.8
13110085,113.2
13110086,88.4
13110087,8.1
13110088,220
13110089,22.3
13110090,9.7
13110091,13
13110092,4.4
13110093,10.5
13110094,11.3
13110095,190.4
13110096,10.8
13110099,111.5
13110100,27.4
1312,3.3
13120037,0.5
13120038,0.6
13120039,19.7
13120040,62.5
13120041,110.3
13120042,17
13120043,21.3
13120044,148.5
13120045,1647.4
13120046,979.9
13120047,313.2
13120048,179.3
13120049,1357.9
13120050,88.9
13120051,595.7
13120052,197
13120053,970.4
13120054,1173.5
13120055,740.1
13120056,5.2
13120057,8.8
13120058,6
13120059,3.1
13120060,8
13120061,6
13120062,12.4
13120063,352.7
13120064,315
13120065,0.3
13120066,0.2
13120067,6.1
13120068,6.9
13120069,22.8
13120070,79.3
13120071,0
13120072,0
13120073,22.6
13120074,412.4
13120075,9.2
13120076,140.2
13120077,152.3
13120078,122.1
13120079,203.8
13120080,413.1
13120081,2.9
13120082,2
13120083,5.9
1313,9.4
13130065,0
13130066,0
13130067,1.7
13130068,8.4
13130069,27.8
13130070,29.4
13130071,259.2
13130072,1076.2
13130073,2004.5
13130074,46.6
13130075,820
13130076,28.9
13130077,295.3
13130078,926.4
13130079,628.8
13130080,2639.5
13130081,2915.9
13130082,2045.8
13130083,1300.7
13130084,1343.9
13130085,1095.7
13130086,2175.4
13130087,4120.5
13130088,1197.4
13130089,696.5
13130090,130.7
13130091,1423.7
13130092,36
13130093,10.6
13130094,48
13130095,45.1
13130096,2.1
13130097,6.1
13130099,42.5
13130100,6.8
13130101,72
13130102,80.1
13130103,11.7
13130104,75.8
13130105,1.2
13130106,120.4
13130107,592.3
13130108,1707
13130109,143.9
13130110,1756.6
13130111,176.4
13130112,30.5
13130113,35.3
13130114,443.8
13130115,162.1
13130116,551.4
13130117,161.7
13130118,1200
13130119,20.8
13130120,81.8
13130121,191.4
13130122,9.1
13130123,1.4
13130124,92.5
13130125,108.5
13130126,11.6
13130127,1.4
13130128,1.2
