DAUID,Population,Population Density per Square Kilometre,Land Area in Square Kilometre
59154252,1377,4792.9,0.29
59154253,568,6977.9,0.08
59154254,692,4795.6,0.14
59154255,446,2721.2,0.16
59154256,1349,8245.7,0.16
59154257,1272,10063.3,0.13
59154258,497,13253.3,0.04
59154259,955,5801.9,0.16
59154260,1013,2711.5,0.37
59154261,1004,7968.3,0.13
59154262,1108,6814.3,0.16
59154263,618,3747.7,0.16
59154264,1422,8224.4,0.17
59154265,936,5802.9,0.16
59154266,722,4791,0.15
59154267,627,3324.5,0.19
59154268,1108,6430.6,0.17
59154269,525,6076.4,0.09
59154270,1903,62189.5,0.03
59154271,1875,25579.8,0.07
59154272,546,2951.4,0.19
59154273,751,9470.4,0.08
59154275,681,5698.7,0.12
59154279,598,4830.4,0.12
59154280,584,2867,0.2
59154281,728,2754.4,0.26
59154282,961,3095,0.31
59154285,868,2203.6,0.39
59154286,719,1039.3,0.69
59154287,1777,9558.9,0.19
59154288,914,9288.6,0.1
59154289,959,7765.2,0.12
59154290,755,6699.2,0.11
59154291,641,6594.7,0.1
59154292,2220,3757.6,0.59
59154293,548,4221.9,0.13
59154295,586,4123.9,0.14
59154296,1608,3786.2,0.42
59154298,601,3662.4,0.16
59154299,859,3805.9,0.23
59154300,2084,7730,0.27
59154301,668,11208.1,0.06
59154302,700,1072.8,0.65
59154304,571,2271.3,0.25
59154305,1394,10007.2,0.14
59154307,499,5291.6,0.09
59154312,614,5622.7,0.11
59154313,1839,6160.8,0.3
59154314,404,833.5,0.48
59154315,680,7807.1,0.09
59154316,1130,8376.6,0.13
59154317,791,4713.9,0.17
59154319,677,3873,0.17
59154321,1053,2796.1,0.38
59154323,436,7970.7,0.05
59154325,1294,3734.5,0.35
59154326,532,3684.2,0.14
59154327,960,984.2,0.98
59154328,847,4536.7,0.19
59154329,432,3361.9,0.13
59154330,1379,2092.2,0.66
59154331,464,5735.5,0.08
59154332,443,5496.3,0.08
59154333,413,3485.2,0.12
59154334,542,7029.8,0.08
59154335,853,9660.2,0.09
59154336,1445,8410.9,0.17
59154337,402,12218.8,0.03
59154338,417,11393.4,0.04
59154339,610,11466.2,0.05
59154340,1278,3580.8,0.36
59154341,933,2294.1,0.41
59154342,759,1209.6,0.63
59154343,1177,7111.8,0.17
59154344,1245,929.2,1.34
59154345,1544,18535.4,0.08
59154346,1552,6010.8,0.26
59154347,803,10510.5,0.08
59154348,2111,41719.4,0.05
59154349,1204,24876,0.05
59154350,1187,7493.7,0.16
59154351,449,10393.5,0.04
59154352,980,4083.3,0.24
59154353,829,9718.6,0.09
59154354,780,6983,0.11
59154355,505,3249.7,0.16
59154357,712,3986.6,0.18
59154359,2060,3797.9,0.54
59154361,962,6539.8,0.15
59154362,828,1899.1,0.44
59154363,1833,2130.2,0.86
59154364,605,85.8,7.05
59154366,950,13418.1,0.07
59154367,1212,3240.6,0.37
59154368,2193,14075.7,0.16
59154370,325,3413.9,0.1
59154372,854,7305.4,0.12
59154373,961,2362.3,0.41
59154374,694,2988.8,0.23
59154375,321,2353.4,0.14
59154376,952,3937.1,0.24
59154378,376,670.4,0.56
59154380,938,2564.9,0.37
59154381,7048,4096.5,1.72
59154382,1562,838,1.86
59154384,2317,3614.1,0.64
59154385,376,2363.3,0.16
59154386,1047,21.3,49.21
59154387,320,3855.4,0.08
59154388,361,1842.8,0.2
59154390,1801,2452.7,0.73
59154391,766,4172.1,0.18
59154392,1641,884.1,1.86
59154393,1294,1843.8,0.7
59154394,1347,9.5,141.51
59154395,2541,1574.3,1.61
59154396,594,279.1,2.13
59154397,2905,699.1,4.16
59154398,1616,4575.3,0.35
59154399,1120,2283.4,0.49
59154400,639,10579.5,0.06
59154402,340,2283.4,0.15
59154404,554,204.2,2.71
59154406,788,974.5,0.81
59154407,2373,2123.3,1.12
5917,415451,177.7,2338.22
59170033,992,460.4,2.15
59170034,565,300.3,1.88
59170035,526,3458.3,0.15
59170036,633,3445.8,0.18
59170037,477,3380.6,0.14
59170038,579,2671.9,0.22
59170039,555,3464.4,0.16
59170040,612,4197.5,0.15
59170041,672,6436.8,0.1
59170042,604,2740.5,0.22
59170043,657,5693.2,0.12
59170044,688,5259.9,0.13
59170045,471,3438,0.14
59170046,534,1851.6,0.29
59170047,821,1734.6,0.47
59170048,298,465,0.64
59170049,620,2989.4,0.21
59170051,847,1108.3,0.76
59170052,780,479.9,1.63
59170053,576,1031.1,0.56
59170054,627,1308.4,0.48
59170055,419,1289.6,0.32
59170056,791,394.9,2
59170063,499,1736.9,0.29
59170066,1291,557.3,2.32
59170070,577,2254.8,0.26
59170071,723,2300.4,0.31
59170072,830,1962.6,0.42
59170074,538,377.8,1.42
59170075,563,185.4,3.04
59170076,1483,1624.5,0.91
59170077,779,1280.8,0.61
59170079,636,1443.8,0.44
59170081,526,1935.2,0.27
59170082,675,2049.2,0.33
59170084,672,1292.8,0.52
59170085,688,2429.4,0.28
59170094,746,818.5,0.91
59170095,1312,3440.9,0.38
59170096,968,2127.9,0.45
59170097,624,2813.3,0.22
59170098,459,205.6,2.23
59170100,630,2444.7,0.26
59170101,970,2429.3,0.4
59170102,800,2217.3,0.36
59170103,871,2300,0.38
59170104,280,1170.6,0.24
59170105,625,2627.2,0.24
59170106,621,3008.7,0.21
59170111,450,2096.9,0.21
59170112,445,2947,0.15
59170113,476,2571.6,0.19
59170114,1163,8248.2,0.14
59170115,655,3610.8,0.18
59170116,464,1972.8,0.24
59170117,400,3568.2,0.11
59170118,573,2989,0.19
59170119,521,3238,0.16
59170120,533,4836.7,0.11
59170121,528,3896.7,0.14
59170122,1091,12203.6,0.09
59170123,499,4681.1,0.11
59170124,685,12900.2,0.05
59170125,820,7130.4,0.12
59170126,583,4105.6,0.14
59170127,673,1281.4,0.53
59170128,552,2390.6,0.23
59170129,534,3564.8,0.15
59170130,778,4600.8,0.17
59170131,650,4049.8,0.16
59170132,517,4886.6,0.11
59170133,703,8080.5,0.09
59170134,662,5581.8,0.12
59170135,500,3394.4,0.15
59170136,517,4567.1,0.11
59170137,493,4167.4,0.12
59170138,476,4006.7,0.12
59170139,553,5591.5,0.1
59170140,541,5612,0.1
59170141,615,8124.2,0.08
59170142,583,5091.7,0.11
59170143,463,2604,0.18
59170144,670,4387.7,0.15
59170145,417,6347,0.07
59170146,652,6673.5,0.1
59170147,447,10617.6,0.04
59170148,401,7072.3,0.06
59170149,671,7978.6,0.08
59170150,753,3345.2,0.23
59170151,585,5534.5,0.11
59170152,534,10132.8,0.05
59170153,740,11263.3,0.07
59170154,560,4139,0.14
59170155,649,6663.2,0.1
59170156,609,4240.9,0.14
59170157,480,4532.6,0.11
59170161,631,15735.7,0.04
59170162,827,7951.9,0.1
59170163,1071,13574.1,0.08
59170164,1404,17205.9,0.08
59170165,527,8872.1,0.06
59170166,593,7741.5,0.08
59170167,493,10764.2,0.05
59170168,479,10739.9,0.04
59170169,508,8382.8,0.06
59170170,523,5397.3,0.1
59170171,760,13523.1,0.06
59170172,589,12045,0.05
59170174,520,4605.8,0.11
59170175,530,3750.9,0.14
59170177,539,13611.1,0.04
59170178,590,13752.9,0.04
59170179,624,6902.7,0.09
59170180,524,4678.6,0.11
59170181,532,3691.9,0.14
59170182,431,4826.4,0.09
59170184,606,4926.8,0.12
59170185,659,4268.1,0.15
59170186,416,3440.9,0.12
59170187,507,4078.8,0.12
59170189,350,2679.9,0.13
59170190,614,2458,0.25
59170191,345,1764.7,0.2
59170192,615,5129.3,0.12
59170193,486,1891.1,0.26
59170194,540,2814,0.19
59170195,543,3906.5,0.14
59170196,528,2923.6,0.18
59170197,581,3344.8,0.17
59170198,698,5106.1,0.14
59170199,567,3561.6,0.16
59170200,638,2295.8,0.28
59170201,510,2110.9,0.24
59170202,469,3863.3,0.12
59170203,672,3576.4,0.19
59170204,768,2347.2,0.33
59170205,518,1718.6,0.3
59170206,441,2055.9,0.21
59170207,425,2623.5,0.16
59170208,499,2709,0.18
59170209,485,2635.9,0.18
59170210,517,2825.1,0.18
59170211,508,582,0.87
59170212,511,3258.9,0.16
59170214,549,536.3,1.02
59170215,436,2551.2,0.17
59170216,508,2797.4,0.18
59170217,540,2651,0.2
59170218,530,2391.7,0.22
59170219,525,2313.8,0.23
59170220,481,2134.9,0.23
59170221,574,3327.5,0.17
59170222,728,3563.4,0.2
59170223,944,3003.5,0.31
59170224,506,5470.3,0.09
59170225,488,3671.9,0.13
59170226,589,3730.2,0.16
59170227,778,4767.2,0.16
59170228,339,3549.7,0.1
59170229,445,1914,0.23
59170230,622,5161.8,0.12
59170231,402,3501.7,0.11
59170233,651,2293.9,0.28
59170234,690,3031.6,0.23
59170235,748,5365.9,0.14
59170236,533,1361.1,0.39
59170237,606,3311.5,0.18
59170238,593,4004.1,0.15
59170239,578,3628.4,0.16
59170240,697,6435.8,0.11
59170241,723,4030.1,0.18
59170242,962,4076.3,0.24
59170243,596,3601.2,0.17
59170244,807,5482.3,0.15
59170245,923,3765.8,0.25
59170246,682,3441,0.2
59170247,414,2727.3,0.15
59170248,485,2226.8,0.22
59170249,611,2743.6,0.22
59170250,468,2532.5,0.18
59170251,493,2883,0.17
59170252,1101,3040.6,0.36
59170253,416,2098.9,0.2
59170254,446,1773.4,0.25
59170255,410,1634.8,0.25
59170256,674,1273.6,0.53
59170257,768,1359.1,0.57
59170258,751,2458.3,0.31
59170259,434,2391.2,0.18
59170260,635,955.3,0.66
59170262,612,1760.6,0.35
59170263,496,1279.7,0.39
59170264,641,1173.1,0.55
59170265,448,1445.6,0.31
59170266,518,1016.3,0.51
59170267,367,721,0.51
59170268,243,789.5,0.31
59170270,579,1428.6,0.41
59170271,253,366,0.69
59170272,722,1983,0.36
59170273,585,3031.1,0.19
59170274,624,2674.7,0.23
59170275,517,1665.6,0.31
59170276,514,4312.1,0.12
59170277,406,3186.8,0.13
59170278,534,6600.7,0.08
59170279,453,10915.7,0.04
59170280,613,9176.6,0.07
59170281,889,12381.6,0.07
59170282,614,5602.2,0.11
59170285,628,10644.1,0.06
59170286,573,9828.5,0.06
59170287,535,10151.8,0.05
59170288,631,7770.9,0.08
59170289,563,6546.5,0.09
59170290,614,5487,0.11
59170291,532,4411.3,0.12
59170292,523,4105.2,0.13
59170293,508,3262.7,0.16
59170294,586,3951.4,0.15
59170295,670,835.3,0.8
59170296,727,12959,0.06
59170297,539,13856,0.04
59170298,1021,3471.6,0.29
59170299,464,8436.4,0.06
59170300,526,5717.4,0.09
59170301,412,14061.4,0.03
59170302,571,5248.2,0.11
59170303,669,6968.8,0.1
59170304,541,17229.3,0.03
59170305,674,11866.2,0.06
59170308,511,13204.1,0.04
59170309,734,9657.9,0.08
59170310,325,5772.6,0.06
59170311,1188,5703.3,0.21
59170312,833,2624.4,0.32
59170313,622,3994.9,0.16
59170314,788,3821.5,0.21
59170315,426,1799.7,0.24
59170316,509,4815.5,0.11
59170317,811,7622.2,0.11
59170318,555,3130.3,0.18
59170319,720,4657.2,0.15
59170320,529,2459.3,0.22
59170321,568,3047.2,0.19
59170322,477,2382.6,0.2
59170323,332,571.9,0.58
59170324,593,6700.6,0.09
59170325,610,5771.1,0.11
59170326,592,3538.6,0.17
59170327,529,4848.8,0.11
59170328,601,1912.8,0.31
59170331,745,1589.5,0.47
59170332,120,554.3,0.22
59170335,636,6217,0.1
59170336,1190,2191.5,0.54
59170337,526,2305,0.23
59170338,653,2822,0.23
59170339,476,2332.2,0.2
59170343,490,2313.5,0.21
59170344,467,2106.5,0.22
59170345,455,1590.9,0.29
59170346,455,734.5,0.62
59170347,556,2659,0.21
59170348,575,3206.9,0.18
59170349,961,1943.4,0.49
59170350,445,3629.7,0.12
59170351,527,2520.3,0.21
59170352,907,2625.9,0.35
59170353,921,4781.9,0.19
59170354,317,3343.9,0.09
59170357,518,3101.8,0.17
59170359,465,3971,0.12
59170360,571,3511.7,0.16
59170361,829,4856.5,0.17
59170362,662,3740.1,0.18
59170363,748,4150.9,0.18
59170364,688,6590,0.1
59170365,499,4681.1,0.11
59170366,755,5866.4,0.13
59170367,674,12100.5,0.06
59170368,605,4468.2,0.14
59170369,512,2922.4,0.18
59170370,523,5436.6,0.1
59170371,556,4527.7,0.12
59170372,495,4910.7,0.1
59170373,457,4311.3,0.11
59170375,467,4385,0.11
59170376,608,4201.8,0.14
59170378,599,7965.4,0.08
59170379,456,5838.7,0.08
59170380,800,2638.5,0.3
59170383,1126,1827.3,0.62
59170384,586,3549.4,0.17
59170385,447,1540.3,0.29
59170386,727,5728.9,0.13
59170387,463,6567.4,0.07
59170388,511,4562.5,0.11
59170389,699,4309.5,0.16
59170390,1320,8955.2,0.15
59170392,780,1936.9,0.4
59170393,491,1640.5,0.3
59170396,697,2492,0.28
59170397,671,1415.3,0.47
59170399,601,1668.5,0.36
59170402,553,2102.7,0.26
59170403,746,819.2,0.91
59170404,467,4320.1,0.11
59170405,368,4107.1,0.09
59170406,519,3227.6,0.16
59170407,634,3436.3,0.18
59170408,1401,2597.8,0.54
59170409,946,2164.3,0.44
59170410,612,1450.6,0.42
59170413,871,1908.4,0.46
59170414,1297,1729.3,0.75
59170415,1296,1989.3,0.65
59170416,289,3758.1,0.08
59170417,668,2889.3,0.23
59170418,344,2594.3,0.13
59170419,904,1596.9,0.57
59170421,1093,1857.9,0.59
59170422,689,297.7,2.31
59170423,368,4339.6,0.08
59170424,327,3497.3,0.09
59170425,349,124.7,2.8
59170426,1245,1049.4,1.19
59170427,1500,2561.5,0.59
59170428,1022,3190.8,0.32
59170429,1060,4721.6,0.22
59170430,1322,3351.1,0.39
59170431,1853,6696.8,0.28
59170432,2576,7102.3,0.36
59170433,460,2530.3,0.18
59170435,708,3630.8,0.2
59170437,1324,1657.1,0.8
59170438,1691,852.5,1.98
59170439,1804,1944.4,0.93
59170440,1419,2665.8,0.53
59170441,355,2608.4,0.14
59170442,928,2656,0.35
59170443,1109,763.8,1.45
59170444,2376,1637.7,1.45
59170451,463,1306.8,0.35
59170452,620,722.5,0.86
59170453,534,2710.7,0.2
59170454,516,2340.1,0.22
59170455,737,2882.3,0.26
59170456,676,2597,0.26
59170457,392,2615.1,0.15
59170458,712,340.9,2.09
59170463,595,166.7,3.57
59170464,425,105.5,4.03
59170466,517,192,2.69
59170468,632,2151.1,0.29
59170469,545,205.8,2.65
59170470,730,86.8,8.41
59170471,579,53.3,10.86
59170472,4739,429.8,11.03
59170473,0,0,0.07
59170475,518,1913.6,0.27
59170476,573,2774.8,0.21
59170478,2425,248.7,9.75
59170479,412,752.1,0.55
59170480,1563,3950,0.4
59170481,1152,3946.6,0.29
59170482,2746,3643.4,0.75
59170483,377,2554.2,0.15
59170484,1174,1550.9,0.76
59170485,725,1342.8,0.54
59170488,763,2838.5,0.27
59170489,947,2660.1,0.36
59170490,506,2457.5,0.21
59170491,985,1771.6,0.56
59170492,501,2492.5,0.2
59170493,1253,1660.7,0.75
59170494,355,2675.2,0.13
59170495,502,2288.1,0.22
59170498,427,2747.7,0.16
59170501,3643,1484,2.45
59170502,1667,1022.4,1.63
59170507,731,1202.9,0.61
59170544,266,94.4,2.82
59170545,998,167,5.98
59170546,783,1599.3,0.49
59170547,109,376.6,0.29
59170548,652,526.4,1.24
59170549,834,430.1,1.94
59170550,527,239.6,2.2
59170551,516,298.6,1.73
59170552,650,447.9,1.45
59170553,425,390.8,1.09
59170554,538,6336.9,0.08
59170555,601,10525.4,0.06
59170556,464,3279.2,0.14
59170557,461,5304.9,0.09
59170558,656,3712.5,0.18
59170559,612,330.9,1.85
59170560,450,3358.2,0.13
59170561,480,3387.4,0.14
59170562,468,3537.4,0.13
59170563,593,3987.9,0.15
59170564,600,2754.8,0.22
59170565,543,3033.5,0.18
59170566,574,1096,0.52
59170567,860,2262,0.38
59170568,489,1979,0.25
59170569,588,2945.9,0.2
59170570,433,1742.5,0.25
59170571,517,3211.2,0.16
59170574,490,2277,0.22
59170575,812,1916.9,0.42
59170576,710,2701.7,0.26
59170577,443,3063.6,0.14
59170578,562,2302.3,0.24
59170579,619,2487.9,0.25
59170581,788,2929.4,0.27
59170582,805,5278.7,0.15
59170583,692,4178.7,0.17
59170584,894,2100.1,0.43
59170585,540,2540,0.21
59170586,550,2202.6,0.25
59170587,542,2953.7,0.18
59170588,589,2351.3,0.25
59170589,896,2865.4,0.31
59170590,432,1470.4,0.29
59170591,587,2560,0.23
59170592,416,1927.7,0.22
59170593,589,342.3,1.72
59170594,441,1176.9,0.37
59170595,461,808.9,0.57
59170596,561,1351.5,0.42
59170597,600,2955.7,0.2
59170598,639,4300.1,0.15
59170599,554,2426.6,0.23
59170600,557,2393.6,0.23
59170601,592,4512.2,0.13
59170602,516,4840.5,0.11
59170603,486,1809.4,0.27
59170604,645,1886.5,0.34
59170610,1275,13980.3,0.09
59170611,1122,7884.8,0.14
59170612,1279,9453.1,0.14
59170613,959,2729.1,0.35
59170614,1244,1004.4,1.24
59170615,4009,1324,3.03
59170617,621,2286.5,0.27
59170619,352,1756.5,0.2
59170620,475,1725.4,0.28
59170621,314,2984.8,0.11
59170622,472,1315.5,0.36
59170624,2436,288.5,8.44
59170625,535,323.8,1.65
59170626,1097,3487,0.31
59170629,0,0,0.24
59170630,1412,20.4,69.37
59170631,1749,107.1,16.33
59170632,718,164.2,4.37
59170633,1018,219.1,4.65
59170634,536,282.5,1.9
59170635,3255,35.3,92.23
59170636,536,148.4,3.61
59170637,507,68,7.46
59170638,638,45.3,14.08
59170639,959,46.9,20.46
59170640,1208,84.1,14.36
59170641,511,146.4,3.49
59170642,1326,34.5,38.46
59170643,651,405.1,1.61
59170644,637,48.6,13.12
59170645,771,17.2,44.8
59170646,1304,58.4,22.35
59170647,0,0,1.37
59170648,653,5,129.49
59170649,1109,67.1,16.53
59170650,918,79.8,11.5
59170651,455,45.6,9.98
59170652,523,57,9.18
59170653,449,114.6,3.92
59170654,677,958.9,0.71
59170655,115,465.2,0.25
59170656,857,69.5,12.33
59170659,726,1304.3,0.56
59170660,502,1901.5,0.26
59170661,447,2163.6,0.21
59170662,739,2000,0.37
59170663,1031,1540.2,0.67
59170665,411,1016.8,0.4
59170666,115,230,0.5
59170670,711,132.3,5.37
59170671,796,27.7,28.7
59170678,898,240.7,3.73
59170679,592,137.9,4.29
59170680,476,170.7,2.79
59170681,433,240,1.8
59170682,684,94.4,7.25
59170683,986,23.6,41.71
59170684,998,124.8,7.99
59170685,221,83.9,2.64
59170688,0,0,2.49
59170689,935,140.6,6.65
59170690,882,36.9,23.92
59170691,117,19.6,5.98
59170692,0,0,0.57
59170694,1155,47.7,24.22
59170699,887,2295.5,0.39
59170700,536,2558.5,0.21
59170701,547,1884.9,0.29
59170703,399,0.3,1267.72
59170704,79,83.1,0.95
59170705,962,263.5,3.65
59170707,398,179.1,2.22
59170708,900,1865.7,0.48
59170709,584,439.8,1.33
59170710,604,70.3,8.59
59170711,1389,927.2,1.5
59170712,283,112,2.53
59170713,956,1176.5,0.81
59170715,551,144.5,3.81
59170716,403,2216.7,0.18
59170718,377,51.3,7.34
59170719,422,310.7,1.36
59170720,601,442.3,1.36
59170721,636,376,1.69
59170722,1086,8080.4,0.13
59170723,477,3140.2,0.15
59170725,988,904.6,1.09
59170726,293,191.8,1.53
59170728,509,87.1,5.85
59170729,353,150.8,2.34
59170730,1085,249.4,4.35
59170731,484,760.6,0.64
59170732,261,2679.7,0.1
59170733,822,2230.7,0.37
59170734,454,2233.2,0.2
59170735,681,1149,0.59
59170736,301,1391.6,0.22
59170738,829,1090.4,0.76
59170739,672,2286.5,0.29
59170741,579,4320.9,0.13
59170742,1364,5214.1,0.26
59170743,483,1130.1,0.43
59170744,507,5741.8,0.09
59170746,393,2941.6,0.13
59170747,545,1381.5,0.39
59170748,666,1433.2,0.46
59170749,441,1256.1,0.35
59170750,441,774,0.57
59170751,396,1743.7,0.23
59170753,334,178.9,1.87
59170754,354,211.2,1.68
59170755,693,2612.1,0.27
59170756,771,2323.7,0.33
59170758,657,130.2,5.05
59170759,1141,1333.4,0.86
59170760,594,1413.9,0.42
59170761,834,1686.6,0.49
59170762,949,810.8,1.17
59170763,393,1469.2,0.27
59170764,272,1394.9,0.2
59170765,253,1530.6,0.17
59170766,351,2073.2,0.17
59170768,500,2391.2,0.21
59170769,388,1810.5,0.21
59170770,322,2817.1,0.11
59170771,471,1522.8,0.31
59170772,588,1398,0.42
59170773,799,388.6,2.06
59170774,541,2134.1,0.25
59170776,771,2475.1,0.31
59170777,385,2622.6,0.15
59170778,446,205.9,2.17
59170781,312,3322.7,0.09
59170783,225,4261.4,0.05
59170784,249,5633.5,0.04
59170785,412,1460.5,0.28
59170786,5,37.1,0.13
59170787,999,374.6,2.67
59170789,1031,1332.2,0.77
59170790,2092,478.9,4.37
59170792,3523,333.9,10.55
59170793,546,1068.1,0.51
59170795,1318,1655.2,0.8
59170796,620,1555.1,0.4
59170797,1082,1276.1,0.85
59170798,833,498.6,1.67
59170801,802,2245.2,0.36
59170802,354,2543.1,0.14
59170804,2340,1112.3,2.1
59170805,884,2793,0.32
59170806,375,7309.9,0.05
59170807,1355,11844.4,0.11
59170808,277,2792.3,0.1
59170809,787,6086.6,0.13
59170810,253,6605.7,0.04
59170811,666,2125.1,0.31
59170814,1503,7923,0.19
59170815,1274,15885.3,0.08
59170816,568,2724.2,0.21
59170817,644,5462.3,0.12
59170819,1788,7047.7,0.25
59170820,621,6801.8,0.09
5919,89013,25.6,3472.48
59190152,728,2.1,343.15
59190153,695,4.3,162.35
59190154,0,0,248.73
59190155,572,2.6,217.05
59190156,551,456.3,1.21
59190157,698,852.5,0.82
59190158,399,568.5,0.7
59190159,476,702.4,0.68
59190160,469,1362.2,0.34
59190161,732,221.3,3.31
59190162,20,47,0.43
59190163,653,0.5,1266.29
59190164,178,312.1,0.57
59190165,0,0,0.55
59190166,5,5.1,0.99
59190167,574,1.9,306.99
59190168,0,0,1.18
59190169,715,70.7,10.11
59190170,27,362.4,0.07
59190171,757,11.9,63.4
59190172,771,5.1,150.22
59190173,491,80.2,6.12
59190174,499,95,5.26
59190175,630,116.3,5.42
59190176,48,141.7,0.34
59190177,572,2075.5,0.28
59190178,1051,663.6,1.58
59190179,0,0,0.22
59190180,695,253.2,2.75
59190181,473,99.1,4.77
59190182,486,112.9,4.31
59190183,26,80.1,0.32
59190184,465,148.3,3.14
59190185,577,313.3,1.84
59190186,444,259.1,1.71
59190187,618,442.8,1.4
59190190,529,138.2,3.83
59190191,378,1226.9,0.31
59190192,636,119.2,5.34
59190193,539,114.5,4.71
59190194,582,109.4,5.32
59190195,1197,438.2,2.73
59190196,571,673.5,0.85
59190197,800,312.1,2.56
59190198,165,67.3,2.45
59190199,443,35.1,12.61
59190200,763,37.4,20.42
59190201,1124,9.4,119.59
59190202,844,230,3.67
59190203,300,326.2,0.92
59190204,588,592.9,0.99
59190205,588,285.1,2.06
59190206,438,286.2,1.53
59190207,480,466.4,1.03
59190208,655,824.4,0.79
59190209,655,628.3,1.04
59190210,920,73.1,12.59
59190211,521,496,1.05
59190212,528,100.2,5.27
59190215,89,537.1,0.17
59190216,94,59.6,1.58
59190217,1285,205.6,6.25
59190218,873,1325.9,0.66
59190219,964,380.7,2.53
59190220,705,949.8,0.74
59190221,515,182.6,2.82
59190222,641,828.6,0.77
59190223,479,6040.4,0.08
59190224,450,1097.6,0.41
59190225,711,4136.1,0.17
59190226,613,3405.6,0.18
59190227,602,1521,0.4
59190228,633,3022.9,0.21
59190229,266,1204.7,0.22
59190230,743,616.1,1.21
59190231,354,408.9,0.87
59190232,109,148,0.74
59190233,665,1303.9,0.51
59190234,617,77.7,7.94
59190235,572,1502.9,0.38
59190236,0,0,0.02
59190237,476,3158.6,0.15
59190238,378,2174.9,0.17
59190239,561,2635,0.21
59190240,501,2643.8,0.19
59190241,1006,2407.9,0.42
59190242,1052,2806.1,0.37
59190243,427,2411.1,0.18
59190244,865,1064.1,0.81
59190245,421,3184.6,0.13
59190246,346,385.2,0.9
59190247,713,2018.7,0.35
59190250,519,1144.9,0.45
59190253,552,103.1,5.35
59190254,901,1135.2,0.79
59190255,574,116.8,4.91
59190256,518,282.3,1.84
59190257,739,743,0.99
59190258,377,234.9,1.6
59190259,412,100.4,4.1
59190260,543,67.9,8
59190261,559,30,18.63
59190262,644,665.6,0.97
59190263,397,2603.3,0.15
59190264,405,223.8,1.81
59190265,1283,81.8,15.68
59190266,532,131.7,4.04
59190267,485,951,0.51
59190268,877,630.9,1.39
59190269,679,46.7,14.55
59190270,311,1759,0.18
59190271,363,49.2,7.38
59190272,156,130.1,1.2
59190273,82,652.3,0.13
59190274,29,88.1,0.33
59190275,391,185.6,2.11
59190276,1174,296.2,3.96
59190277,405,1456.3,0.28
59190278,408,1578.3,0.26
59190279,363,1923.7,0.19
59190280,472,1959.3,0.24
59190281,674,294.1,2.29
59190282,670,1327.5,0.5
59190283,701,195.3,3.59
59190284,451,513.3,0.88
59190285,452,288.3,1.57
59190286,1258,307.1,4.1
59190287,713,906.9,0.79
59190288,793,376.7,2.11
59190289,538,1896.4,0.28
59190290,446,293.4,1.52
59190291,541,1991.2,0.27
59190292,505,2443.2,0.21
59190293,591,1118.3,0.53
59190294,528,1654.1,0.32
59190295,668,2455.9,0.27
59190296,781,1311.7,0.6
59190297,526,1335.7,0.39
59190298,1102,1661.9,0.66
59190299,568,10.4,54.5
59190300,105,85.5,1.23
59190301,784,66.9,11.72
59190302,629,69.2,9.08
59190303,818,69.8,11.72
59190304,622,80.6,7.72
59190305,838,26.1,32.14
59190306,513,56.2,9.12
59190307,0,0,0.4
59190308,30,4,7.57
59190309,0,0,0.02
59190310,676,15.6,43.29
59190311,772,15.9,48.52
59190314,509,189,2.69
59190315,707,604.2,1.17
59190316,333,153,2.18
59190317,1060,75.8,13.99
59190318,10,520.8,0.02
59190319,224,11.1,20.23
59190324,1002,1721.6,0.58
59190327,256,1539.4,0.17
59190329,313,140.9,2.22
59190330,667,116.9,5.71
59190331,1424,2254.9,0.63
5921,170367,83.7,2035.93
59210208,624,376.9,1.66
59210209,750,177.6,4.22
59210210,839,26.7,31.37
59210211,82,110.3,0.74
59210212,640,166.4,3.85
59210213,620,18.7,33.16
59210214,824,136.6,6.03
59210215,542,536.1,1.01
59210216,640,384.1,1.67
59210217,543,1084.5,0.5
59210218,592,689.2,0.86
59210219,636,1793.6,0.35
59210220,514,1113.3,0.46
59210221,860,1019,0.84
59210222,497,547.1,0.91
59210223,472,1310.7,0.36
59210224,640,376.5,1.7
59210225,436,497.1,0.88
59210226,434,202.1,2.15
59210227,433,117.9,3.67
59210228,505,26.9,18.78
59210229,620,39.3,15.78
59210230,459,105.1,4.37
59210231,576,9.6,59.89
59210232,498,66.7,7.47
59210233,683,60.3,11.33
59210234,759,137.3,5.53
59210235,630,95.6,6.59
59210236,682,67.8,10.06
59210237,820,162.7,5.04
59210238,790,733.9,1.08
59210239,532,2202,0.24
59210240,477,2038.5,0.23
59210241,478,2327.2,0.21
59210242,580,2161.8,0.27
59210243,485,1730.9,0.28
59210249,529,1803.6,0.29
59210250,498,882.7,0.56
59210251,480,1422.6,0.34
59210252,467,681.8,0.69
59210253,862,1046.2,0.82
59210254,477,1117.6,0.43
59210255,475,1155.4,0.41
59210256,461,1697.3,0.27
59210257,358,1136.1,0.32
59210258,524,409.8,1.28
59210259,604,922.1,0.66
59210260,655,171.9,3.81
59210261,530,1158.5,0.46
59210262,810,1081.2,0.75
59210263,998,578.5,1.73
59210264,683,2574.4,0.27
59210265,456,1154.1,0.4
59210266,584,2282.1,0.26
59210267,666,5186.9,0.13
59210268,1090,2388.8,0.46
59210269,669,865.6,0.77
59210270,784,82.7,9.48
59210271,694,213.6,3.25
59210272,453,1729.7,0.26
59210273,623,284.7,2.19
59210274,801,305.4,2.62
