DAUID,Residential instability Scores,Ethno-cultural composition Scores,Economic dependency Scores,Situational vulnerability Scores
48060950,-0.155,1.016,-0.549,0.613
48060952,-0.185,1.586,-0.346,0.625
48060953,0.174,2.042,0.029,0.282
48060954,-0.541,1.967,0.436,0.523
48060956,-0.914,1.235,0.605,0.804
48060957,-0.492,1.879,0.129,0.2
48060958,-0.46,1.793,0.24,0.524
48060959,-1.169,0.9,0.142,0.065
48060960,-0.172,1.069,0.212,0.016
48060961,-0.293,1.954,0.42,0.856
48060962,0.267,1.786,0.014,-0.181
48060963,-0.22,1.421,0.519,-0.039
48060965,-0.946,2.162,0.982,0.126
48060966,-0.119,1.129,-0.295,-0.153
48060967,-0.673,1.993,0.348,0.022
48060968,-0.8,1.064,0.541,0.533
48060969,-0.311,1.812,0.014,0.909
48060970,-0.447,1.486,-0.038,0.743
48060971,-0.489,2.189,0.524,0.401
48060972,-1.095,2.074,0.004,0.076
48060973,-0.342,1.857,0.408,0.043
48060974,-0.22,2.476,-0.287,0.289
48060975,-0.443,2.419,0.585,0.992
48060976,-0.3,2.178,0.408,-0.101
48060977,-0.542,1.638,0.128,-0.006
48060978,0.334,2.421,-0.044,0.079
48060979,0.049,1.409,-0.238,0.652
48060980,-0.042,2.099,0.004,0.729
48060981,0.58,0.78,-0.111,0.522
48060982,2.399,3.353,-0.663,1.887
48060983,0.357,2.096,-0.87,0.235
48060984,0.209,0.889,-0.329,0.464
48060985,0.05,0.837,0.131,1.161
48060986,0.107,1.313,-0.863,2.074
48060987,1.199,0.851,-0.691,1.678
48060988,-0.592,1.389,1.297,0.908
48060989,-0.175,0.602,-0.401,0.533
48060990,-0.593,1.319,0.304,0.941
48060991,-0.461,0.832,0.096,1.692
48060992,0.575,1.383,-0.538,0.253
48060993,-0.262,0.411,0.023,1.894
48060994,0.002,1.675,-0.153,0.745
48060995,-0.479,0.073,0.429,0.643
48060996,0.347,1.733,-0.049,1.086
48060997,-0.056,1.37,0.268,2.305
48060998,-0.099,1.019,0.106,1.934
48060999,0.511,1.38,0,0.848
48061000,1.192,0.241,0.107,0.823
48061001,0.126,-0.43,1.558,1.461
48061005,0.257,1.302,-0.773,0.842
48061006,-0.182,1.116,-0.094,0.68
48061007,-0.175,1.639,0.038,0.766
48061008,-0.064,0.754,0.133,0.231
48061009,-0.295,1.083,0.374,1.503
48061010,-0.54,1.376,0.357,0.224
48061011,-0.525,1.435,0.492,0.908
48061012,0.513,0.849,-0.543,0.996
48061013,-0.174,1.38,-0.43,0.42
48061014,-0.177,1.744,-0.714,0.275
48061015,-0.739,1.179,0.563,0.371
48061016,-0.449,1.017,1.027,0.628
48061017,-0.581,-0.196,0.379,-0.045
48061018,-0.68,1.635,0.409,0.239
48061019,-0.715,0.693,0.608,0.273
48061020,-0.513,0.867,0.567,0.547
48061021,-0.347,1.009,-0.38,0.408
48061022,-0.168,0.81,-0.281,0.615
48061023,-0.177,0.847,0.733,0.176
48061024,-0.451,1.159,1.062,-0.402
48061025,-0.516,0.948,-0.456,0.47
48061026,-0.669,1.301,0.327,0.314
48061027,-0.4,1.699,0.71,0.245
48061028,-0.093,1.963,0.196,0.679
48061029,0.212,0.738,0.754,0.551
48061030,1.365,3.287,0.066,1.246
48061031,0.143,1.161,0.318,1.045
48061032,-0.396,2.389,0.643,0.662
48061033,0.185,2.183,-0.313,0.746
48061034,-0.512,1.199,0.069,0.925
48061035,0.761,1.012,0.435,0.173
48061036,-0.337,0.614,0.592,0.207
48061038,-0.616,1.669,0.524,0.233
48061039,1.064,2.458,0.112,0.724
48061040,-0.19,0.729,-1.068,0.115
48061041,0.405,2.238,0.538,1.309
48061042,-0.15,1.192,-0.538,0.612
48061043,0.259,1.05,0.384,1.886
48061044,-0.042,1.562,-0.217,0.294
48061045,-0.625,1.364,1.006,0.081
48061046,-0.664,0.026,0.771,-0.171
48061047,-0.76,0.591,0.067,0.318
48061048,-0.808,0.077,0.075,0.398
48061049,-1.186,2.291,0.674,0.513
48061050,0.755,1.375,0.689,-0.127
48061051,-0.675,0.542,0.009,0.604
48061052,-0.557,0.414,0.014,0.255
48061053,-0.083,0.881,-0.928,0.311
48061054,-0.195,0.214,0.21,-0.432
48061055,-0.845,1.7,0.802,0.385
48061056,-0.348,0.263,0.362,0.799
48061057,-0.777,1.433,0.045,-0.077
48061058,-0.227,1.312,-0.376,-0.126
48061059,-0.22,1.58,-0.401,0.552
48061060,0.57,2.101,-0.597,0.19
48061061,0.289,1.849,-0.707,0.911
48061062,-0.509,0.965,-0.305,0.36
48061063,-0.617,1.89,1.078,-0.154
48061064,-0.209,1.629,-0.476,-0.277
48061065,-0.226,1.545,-0.694,1.562
48061067,0.461,1.333,-0.684,0.598
48061068,0.333,1.61,-0.706,0.961
48061069,-0.236,2.141,-0.234,1.343
48061070,-0.095,1.102,0.014,0.985
48061071,-0.309,1.633,0.571,0.251
48061072,-0.187,1.651,-0.372,0.674
48061073,-0.071,1.872,-0.272,0.811
48061076,-0.484,1.322,0.284,0.95
48061077,0.936,3.055,-0.354,0.236
48061078,0.235,2.326,-1.056,0.687
48061079,-0.828,2.486,-0.624,0.621
48061080,-0.28,1.736,-0.906,0.046
48061081,-0.271,1.451,-0.095,0.551
48061082,-0.103,1.966,-0.647,0.717
48061083,0.312,2.375,-0.264,0.257
48061084,0.377,0.86,-0.765,0.727
48061085,-0.918,2.382,-0.303,0.671
48061086,-0.427,1.736,0.147,1.089
48061091,-0.02,1.599,0.032,0.137
48061092,0.19,2.884,-0.603,0.566
48061093,0.196,2.252,-0.804,0.997
48061094,-0.074,1.87,-0.413,0.669
48061095,-0.299,2.321,-0.653,0.313
48061096,-0.359,1.825,-0.584,0.292
48061097,-0.159,2.812,-1.333,0.6
48061098,-0.354,2.449,-0.444,0.08
48061099,-0.294,2.209,-0.544,-0.064
48061100,-1.16,1.536,-0.297,1.418
48061106,0.143,2.203,-1.187,-0.017
48061108,-0.168,2.944,-0.499,0.034
48061115,-0.899,0.441,0.662,0.476
48061116,-0.279,2.006,0.147,0.723
48061117,-0.611,1.607,-0.089,0.407
48061118,-0.907,0.692,-0.262,0.334
48061119,0.181,1.536,-0.067,0.211
48061120,-0.584,1.248,0.135,0.061
48061121,-0.823,0.564,0.673,0.146
48061122,-0.588,1.325,0.774,0.532
48061123,-0.957,1.648,0.109,0.14
48061124,0.168,1.248,0.052,0.295
48061125,-0.907,2.132,0.809,0.273
48061128,-0.159,2.098,0.352,0.022
48061131,-1.05,1.843,0.123,0.35
48061132,-0.506,0.064,0.1,0.849
48061133,-0.119,0.779,-0.078,-0.074
48061134,-0.45,1.247,0.184,0.374
48061135,-0.298,0.659,-1.068,0.572
48061136,-0.574,1.171,0.059,0.501
48061137,0.078,1.274,-0.221,0.27
48061138,-0.685,1.442,-0.398,0.41
48061139,0.108,0.686,-0.352,1.697
48061140,-0.527,0.741,-0.012,1.269
48061141,-0.324,1.259,-0.148,0.7
48061142,-0.316,1.587,-0.81,0.261
48061143,-0.147,0.744,-0.041,0.221
48061145,-0.127,1.192,0.089,1.631
48061146,0.004,1.491,-0.215,0.941
48061150,-0.481,0.324,-0.82,0.811
48061153,-0.417,0.668,-0.141,0.904
48061154,0.27,0.25,-0.095,0.158
48061155,-0.523,-0.032,0.314,0.037
48061156,0.219,1.16,-0.113,1.443
48061157,0.062,-0.025,-0.398,1.048
48061159,0.571,0.371,0.466,1.488
48061160,0.532,0.064,-0.549,0.559
48061161,1.06,1.179,0.588,1.659
48061162,0.506,0.48,-0.382,1.561
48061163,0.868,0.981,0.675,0.778
48061164,1.161,1.043,0.44,1.457
48061165,0.735,0.543,-0.077,1.536
48061166,1.418,2.736,-0.756,1.846
48061167,0.657,1.047,0.228,1.054
48061168,1.435,-0.026,0.366,2.36
48061169,-0.383,1.768,-0.819,0.085
48061170,0.071,0.942,-0.065,0.824
48061171,0.084,0.14,0.591,-0.052
48061172,1.232,3.53,-0.851,1.133
48061173,0.372,2.19,0.098,1.222
48061174,0.945,0.799,0.539,1.563
48061175,1.088,1.775,-0.543,0.688
48061176,-0.014,1.397,0.603,1.207
48061177,0.026,0.677,-0.044,1.398
48061178,0.664,0.913,0.25,1.301
48061179,0.067,1.967,0.262,-0.016
48061180,0.095,0.878,0.174,0.68
48061181,0.022,0.69,0.313,0.545
48061182,0.633,0.807,-0.029,0.218
48061183,-0.328,0.132,-0.666,1.081
48061184,-0.906,-0.433,-0.365,0.375
48061185,-0.586,0.123,0.978,-0.262
48061186,0.924,-0.508,0.045,0.383
48061187,0.1,-0.238,-0.218,0.145
48061188,0.127,0.525,0.965,0.587
48061189,1.041,0.288,-0.326,0.765
48061190,0.622,0.181,-0.497,1.252
48061191,0.123,1.132,-1.07,-0.032
48061192,-0.658,1.069,-0.435,0.594
48061193,-0.422,1.715,-0.906,-0.231
48061201,-0.697,-0.07,-0.393,-0.42
48061202,-0.859,-0.306,-0.21,-0.209
48061203,-0.262,0.397,-0.216,0.271
48061204,0.538,0.022,-0.622,0.651
48061205,0.768,-0.42,-0.32,0.12
48061206,0.223,0.016,-0.646,0.523
48061207,0.1,-0.233,-0.594,-0.241
48061208,-0.135,0.288,-0.476,0.297
48061209,0.176,-0.47,-0.211,0.847
48061210,-0.165,-0.591,0.572,-0.061
48061211,0.303,-0.026,-0.217,0.62
48061212,0.493,0.2,-0.613,1.379
48061213,0.561,-0.841,0.591,-0.454
48061214,-0.643,-0.356,-0.567,-0.176
48061215,-0.042,-0.585,-0.07,0.127
48061216,2.445,0.474,-0.433,0.163
48061217,-0.551,-0.564,0.066,-0.365
48061218,-0.243,-0.332,0.234,0.582
48061220,-0.786,-0.106,-0.709,-0.488
48061221,-0.57,-0.375,-0.943,0.362
48061222,-0.965,-0.246,-0.482,-0.213
48061225,0.122,-0.309,0.341,0.885
48061226,-0.802,-0.16,0.744,-0.559
48061228,-1.437,-0.32,0.096,-1.116
48061230,-0.827,0.64,-0.468,-0.623
48061231,-1.134,-0.195,1.159,-0.671
48061232,-0.764,-0.472,-0.178,-0.427
48061233,-0.958,0.077,-0.046,0.012
48061234,-0.999,-0.451,0.359,-0.768
48061235,-1.341,-0.156,-0.132,-0.621
48061236,-1.21,0.104,0.398,-0.456
48061240,0.128,-0.479,0.734,-0.408
48061241,-1.332,-0.608,-0.226,-0.555
48061242,-1.444,-0.396,-0.375,-1.102
48061243,-0.998,-0.606,-0.408,-0.968
48061244,-0.484,-0.661,0.253,-0.131
48061245,-1.221,-0.352,0.775,-0.769
48061246,-0.546,-0.661,0.107,-0.495
48061247,0.006,0.648,-0.732,0.16
48061248,-0.31,-0.289,-0.279,0.072
48061249,-0.504,-0.295,-0.066,-0.176
48061250,0.68,-0.29,-0.411,-0.228
48061252,0.539,0.409,-0.656,0.407
48061253,-0.33,-0.041,-0.55,-0.09
48061256,-0.583,-0.433,-0.657,-0.68
48061257,-0.134,-0.237,0.046,0.02
48061258,0.22,-0.001,-0.961,0.372
48061259,-0.938,-0.308,0.293,-0.718
48061260,-1.002,-0.699,0.183,-0.897
48061261,-0.923,-0.616,-2.027,-0.984
48061262,-1.071,-0.419,-0.022,-0.035
48061263,-1.089,-0.346,0.535,-0.445
48061264,-1.115,-0.686,-0.141,-0.681
48061265,-0.274,-0.484,0.321,0.06
48061266,-0.645,-0.814,0.012,-0.521
48061267,-1.19,-0.714,0.796,-0.957
48061268,-0.802,-0.381,0.064,-0.596
48061269,-0.882,-0.515,-0.475,-0.159
48061271,-0.693,-0.474,-0.863,-0.557
48061272,-0.94,-0.713,-0.693,-0.87
48061273,-1.004,-0.383,0.948,-0.76
48061274,-0.846,-0.717,0.814,-1.009
48061275,-0.621,-0.68,1.103,-0.6
48061276,-0.549,-0.378,0.232,-0.28
48061277,-0.652,-0.511,-0.253,-0.428
48061278,-0.408,-0.822,-0.671,-0.169
48061279,-0.357,-0.568,0.224,-0.497
48061280,-0.778,-0.308,0.219,0.154
48061281,-0.134,-0.714,-0.237,0.314
48061282,-0.441,-0.527,0.021,0.123
48061283,-0.8,-0.493,-0.095,-0.62
48061284,0.15,0.235,-0.656,0.132
48061285,-0.301,-0.601,-0.652,-0.277
48061286,-0.187,-0.648,-0.787,0.073
48061287,-0.511,-0.347,-0.424,-0.673
48061288,-0.183,0.067,-0.182,-0.227
48061289,2.286,1.024,-0.707,-0.025
48061290,-0.01,0.187,-0.401,0.022
48061295,2.176,1.424,-1.131,0.101
48061296,-0.526,0.02,-0.323,-0.215
48061297,0.143,1.008,-0.489,-0.403
48061298,0.992,0.174,-0.24,-0.103
48061299,-0.832,-0.43,0.074,-0.572
48061300,0.038,0.247,-0.197,-0.448
48061301,-1.381,-0.577,0.967,-0.963
48061302,-0.628,-0.514,-0.157,-0.695
48061303,0.586,0.168,0.133,-0.577
48061304,-0.498,-0.627,-0.379,-0.201
48061305,-0.985,-0.636,0.88,-0.883
48061306,-1.061,-0.617,-0.203,-1.077
48061307,-1.296,-0.304,-0.51,-0.882
48061308,-1.462,-0.408,0.334,-0.848
48061309,-1.803,-0.599,0.075,-1.262
48061310,-0.889,-0.83,-0.705,-0.63
48061311,-1.313,-0.373,0.104,-1.251
48061312,-1.277,-0.526,0.697,-0.875
48061313,-1.677,-0.592,0.3,-0.842
48061314,-0.974,-0.287,-0.015,-0.72
48061315,-0.192,-0.148,-0.554,-0.318
48061316,-0.632,-0.342,-1.296,0.352
48061317,1.285,-0.466,-0.758,0.093
48061318,-0.798,-0.486,0.36,-0.478
48061319,-0.484,-0.145,0.535,-0.489
48061320,-0.937,-0.211,-0.202,-0.598
48061321,-0.201,0.466,-0.316,0.009
48061322,-0.839,-0.567,0.144,-0.664
48061323,0.588,-0.051,-0.88,0.513
48061324,-1.079,-0.425,-0.212,-1.139
48061325,1.364,0.997,-0.869,-0.285
48061326,-1.017,-0.107,-0.571,-0.079
48061327,-0.994,-0.789,-0.277,-1.034
48061328,-1.278,-0.433,-0.203,-0.898
48061329,-0.953,-0.426,-0.285,-0.53
48061330,0.401,-0.403,-0.39,-0.28
48061331,-0.321,-0.543,1.131,-0.295
48061332,-1.246,-0.248,0.508,-1.036
48061333,-1.548,-0.544,0.124,-1.246
48061334,-1.043,-0.493,0.321,-0.674
48061335,-1.096,-0.676,-0.754,-1.15
48061336,-0.862,-0.32,-0.343,-0.524
48061337,-1.289,-0.912,0.85,-1.199
48061338,-1.031,-0.542,0.813,-0.218
48061339,-0.608,-0.379,0.677,-1.119
48061340,-1.119,-0.68,1.208,-0.71
48061341,-1.043,-0.777,0.577,-0.574
48061342,-1.242,-0.625,0.629,-0.93
48061343,-1.128,-0.607,0.522,-0.57
48061344,-1.105,-0.813,1.082,-0.796
48061345,-1,-0.545,0.703,-1.044
48061346,-1.027,0.2,-0.684,-0.574
48061347,-1.322,-0.247,-0.575,-0.639
48061348,-1.036,-0.281,-0.82,-0.553
48061349,-1.195,-0.029,-0.319,-0.607
48061350,-1.142,0.16,0.501,-0.861
48061351,-1.009,-0.542,-0.499,-0.506
48061353,-1.036,-0.33,-0.693,-0.398
48061354,-0.682,-0.547,-0.702,-0.583
48061355,0.259,0.431,-0.756,0.293
48061356,0.226,0.371,0.583,0.042
48061357,0.013,-0.563,-0.7,0.284
48061358,-1.453,-0.272,-0.377,-0.777
48061359,-1.239,-0.047,0.227,-0.614
48061360,-1.013,-0.512,-0.451,-0.806
48061362,-0.39,-0.4,0.359,-0.807
48061363,-1.083,-0.26,-0.005,-0.091
48061364,-1.146,-0.698,0.213,-0.441
48061365,0.159,0.069,-0.63,0.789
48061367,-0.15,-0.479,-0.277,-0.417
48061368,-1.097,-0.456,-0.131,-1.074
48061370,2.073,1.156,-0.576,0.045
48061372,0.026,-0.064,-0.358,0.095
48061373,-0.667,-0.288,0.309,-0.332
48061374,0.226,2.393,-1.541,-0.193
48061375,-0.262,0.326,-0.329,-0.067
48061376,-0.307,1.219,-0.543,0.464
48061377,-0.459,0.257,0.077,-0.102
48061378,-0.599,0.334,-0.623,-0.216
48061379,-0.867,0.223,-0.54,-0.331
48061380,-0.724,0.678,-0.707,-0.696
48061385,0.555,0.999,-0.409,-0.259
48061390,-0.732,-0.551,-1.472,-0.253
48061391,-0.711,-0.305,-0.376,0.434
48061392,-0.773,-0.528,-1.119,-0.121
48061393,-0.685,-0.201,-0.329,-0.49
48061397,-1.487,-0.425,-0.276,-0.964
48061460,-0.315,-0.235,0.364,-0.401
48061461,-0.223,1.653,-0.755,1.202
48061462,-0.034,0.095,-0.999,0.028
48061463,-0.177,-0.264,-1.048,0.551
48061465,1.615,-0.049,-0.972,-0.628
48061466,0.345,-0.554,3.071,-1.319
48061467,2.468,0.349,-0.001,-0.886
48061472,-0.366,0.087,0.677,-0.166
48061473,1.238,1.028,-0.992,-0.19
48061474,2.206,1.876,-0.997,0.119
48061475,1.646,1.087,-1.118,-0.151
48061476,1.589,0.604,-0.994,0.465
48061477,3.068,0.414,-1.503,0.903
48061478,2.591,-0.008,-0.497,0.048
48061479,0.178,0.757,0.211,0.113
48061480,-0.411,-0.556,0.107,-0.151
48061481,-0.434,0.225,-0.349,-0.402
48061482,-0.218,-0.655,-0.658,-0.547
48061483,0.303,-0.617,-1.555,0.992
48061484,0.281,-0.093,-0.922,1.098
48061486,0.745,-0.269,-0.12,0.951
48061487,-0.437,1.643,0.163,0.588
48061488,1.602,0.487,0.876,0.249
48061489,-0.454,1.432,-0.13,1.035
48061490,-0.828,1.163,0.975,-0.005
48061491,-0.547,0.993,0.711,0.584
48061492,0.378,2.626,-0.742,0.479
48061493,-0.205,2.379,-0.131,0.157
48061494,-0.418,2.889,-0.184,0.46
48061495,1.691,3.5,-0.206,0.768
48061496,0.089,1.652,-0.893,0.573
48061497,-0.269,2.609,-0.231,0.577
48061501,-0.219,1.014,-0.452,0.388
48061502,-0.81,0.769,-0.673,0.344
48061503,0.261,0.605,-0.398,0.516
48061504,-0.387,0.022,-0.415,0.18
48061506,-0.604,0.209,0.159,-0.16
48061508,-0.294,0.941,-0.513,0.796
48061513,-0.29,1.051,-0.742,-0.221
48061516,-0.764,0.751,0.175,0.231
48061517,-0.522,0.8,-0.951,0.036
48061518,-0.29,0.164,-0.795,0.086
48061522,-0.083,-0.557,-1.171,-0.604
48061523,0.193,0.216,-1.445,-0.544
48061556,-0.384,1.532,0.357,0.161
48061557,-0.021,0.258,0.079,-0.04
48061559,-0.903,0.435,0.04,-0.194
48061560,-1.04,0.372,-0.192,-0.689
48061561,-1.225,0.534,0.16,-0.423
48061564,-0.527,0.028,-0.508,-0.16
48061565,-0.007,0.949,-0.447,0.494
48061566,1.803,1.881,-0.794,0.302
48061567,-0.615,1.124,0.644,-0.32
48061569,1.325,0.542,-0.448,-0.071
48061570,1.737,1.24,-0.386,-0.483
48061571,2.806,1.689,-1.813,-0.705
48061572,0.334,0.531,-0.588,0.102
48061573,-0.425,-0.143,1.95,-1.103
48061574,-0.605,-0.372,-0.187,-0.638
48061575,-0.298,1.578,-0.161,0.142
48061576,0.66,0.364,0.135,1.053
48061577,0.81,0.027,-0.182,-0.689
48061578,1.838,0.272,-0.837,-0.139
48061579,1.136,0.43,-0.706,-0.058
48061580,2.606,1.051,-0.177,0.223
48061581,1.555,0.632,0.315,0.267
48061583,0.442,0.38,-0.491,0.049
48061584,-0.687,0.294,-0.82,0.044
48061585,-0.19,0.56,0.101,0.847
48061586,-0.557,1.694,-0.676,-0.127
48061588,-0.859,-0.375,-0.55,-0.252
48061589,-0.742,-0.261,0.599,-0.586
48061598,1.08,0.891,-0.609,-0.344
48061599,0.762,0.794,-0.912,-0.413
48061600,-1.31,1.268,0.234,-0.719
48061601,-1.825,0.673,1.777,-1.228
48061602,-1.329,0.805,0.845,-0.768
48061603,-1.409,0.477,1.24,-0.959
48061604,-1.078,0.215,0.103,-0.763
48061605,-0.367,0.836,-0.257,-0.207
48061606,-1.206,0.258,-0.637,-0.619
48061607,-0.74,0.706,-1.422,-0.328
48061608,-0.883,0.055,-1.114,0
48061609,-0.111,2.431,0.315,0.59
48061610,-0.582,0.978,0.281,1.113
48061613,-1.132,-0.366,0.206,-0.454
48061614,-0.937,0.014,-0.443,-0.299
48061615,-1.222,-0.37,-0.509,-0.804
48061616,-1.34,-0.29,-0.051,-1.03
48061617,-1.395,-0.6,-0.398,-0.749
48061618,-1.038,-0.496,-0.823,-0.76
48061619,-0.568,0.033,-1.073,-0.039
48061620,-1.259,-0.294,-0.696,-0.699
48061621,-0.845,0.084,-1.207,-0.058
48061622,0.121,0.761,-0.564,-0.566
48061624,-0.618,0.776,-0.166,-0.119
48061625,-0.678,0.607,-0.716,-0.474
48061627,-0.689,0.144,-1.312,-0.127
48061628,-0.787,0.571,-0.704,-0.214
48061629,-0.508,0.584,-1.468,0.036
48061630,-0.143,1.844,-0.099,0.881
48061631,-0.028,1.152,-0.477,0.191
48061632,-0.35,0.521,1.727,0.198
48061633,-1.161,2.963,0.828,0.104
48061635,-0.983,0.227,-0.462,-0.325
48061636,-0.401,-0.693,-0.73,-0.406
48061637,-0.166,-0.131,-0.097,-0.151
48061638,-1.003,-0.304,-1.004,-1.167
48061639,-0.725,0.207,-0.33,-0.568
48061641,-1.129,0.466,-0.433,-0.872
48061642,0.222,0.486,-0.692,0.234
48061643,1.951,5.193,2.758,0.765
48061645,1.697,1.577,-0.151,0.188
48061648,-0.915,0.65,-1.06,-0.698
48061649,-0.491,0.885,-0.725,-0.835
48061650,-0.536,2.571,-0.184,0.087
48061652,-0.473,2.76,-0.682,0.27
48061654,-0.532,-0.568,-1.518,0.031
48061655,-0.515,-0.184,-1.621,-0.274
48061656,-0.363,-0.131,-1.403,-0.222
48061658,-1.42,1.444,-0.531,-0.37
48061659,-0.368,0.836,-1.385,0.253
48061663,-0.547,0.635,-0.229,-0.726
48061664,0.119,0.619,-0.481,-0.491
48061665,-1.072,0.529,-1.486,-0.441
48061666,-0.868,1.364,-0.42,-0.498
48061667,-1.353,1.129,-1.256,-0.66
48061668,-1.386,0.87,-0.316,-0.84
48061669,2.741,1.21,-1.364,-1.191
48061670,2.983,1.189,-1.747,0.947
48061671,-0.85,0.6,-0.673,-0.358
48061672,-0.79,0.449,-0.024,-0.848
48061674,-0.789,2.169,-0.591,-0.089
48061675,-1.165,-0.769,-0.25,0.33
48061676,0.412,-0.658,0.475,0.464
48061677,-0.661,-0.718,-0.875,-0.095
48061678,0.129,-0.672,0.646,0.274
48061679,0.547,-0.712,0.769,-0.183
48061680,-0.684,-0.924,0.423,-0.438
48061681,-0.468,-0.965,-0.146,-0.607
48061682,-0.85,-0.577,0.614,0.142
48061683,-0.668,-0.839,0.677,-0.433
48061684,-0.83,-0.932,-0.409,-0.35
48061685,-0.881,-0.783,-1.137,-0.333
48061686,-0.631,-0.578,0.209,-0.654
48061687,-0.416,-0.556,-0.73,-0.359
48061688,-0.405,-0.717,-0.823,0.004
48061689,-0.446,-0.313,0.174,-0.312
48061690,0.155,-0.613,0.493,-0.122
48061691,1.068,-0.71,1.175,0.001
48061692,0.113,-0.735,0.775,-0.455
48061693,-0.372,-0.141,0.115,-0.274
48061694,0.198,-0.523,-0.377,0.164
48061695,0.998,-0.586,1.722,-0.318
48061696,0.538,-0.716,-1.305,-0.334
48061697,1.305,-0.474,-0.951,0.322
48061698,-0.559,-0.673,-0.757,0.019
48061699,-0.686,-0.566,-1.197,-0.11
48061700,-0.127,-0.26,0.066,-0.012
48061701,-0.149,-0.653,0.124,0.346
48061704,-0.357,-0.58,0.306,-0.439
48061705,0.496,-0.592,1.696,-0.292
48061706,0,-0.649,-0.012,0.024
48061708,-0.699,-0.659,-0.105,0.531
48061710,-0.166,-0.915,-1.057,-0.325
48061713,-0.38,-0.784,0.378,0.054
48061714,-0.537,-0.609,-0.726,-0.477
48061715,-0.361,-0.723,0.582,-0.187
48061716,-0.571,-0.752,-0.747,-0.369
48061718,-0.79,-0.803,-0.894,-0.666
48061721,0.18,-0.207,-0.464,0.475
48061722,-0.885,-0.906,0.481,0.434
48061723,0.342,-0.857,-0.603,-0.266
48061727,0.334,-0.601,-1.138,0.242
48061730,-0.696,-0.427,-0.424,0.208
48061732,-0.405,-0.085,-1.016,0.032
48061733,-0.691,-0.176,0.024,-0.682
48061734,-1.039,-0.713,-1.041,-1.125
48061735,-0.583,-0.406,0.185,-0.118
48061739,-0.38,0.031,-1.147,-0.311
48061740,-0.085,-0.266,0.475,-0.355
48061741,-0.185,-0.609,-0.557,-0.34
48061742,-0.303,-0.549,-1.267,-0.279
48061743,-1.047,-0.41,-0.82,-0.094
48061744,-0.438,-0.552,-0.126,-0.29
48061746,-0.722,-0.833,-1.035,0.218
48061747,-0.805,-0.496,-0.939,-0.305
48061748,-0.492,0.363,-1.173,-0.239
48061749,-0.751,-0.582,-0.49,-0.223
48061750,-0.927,-0.569,-0.583,-0.804
48061751,-1.1,-0.441,-1.371,-0.481
48061752,-0.076,-0.448,-0.452,-0.215
48061754,-0.421,-0.441,-0.213,0.437
48061755,-0.417,-0.548,-0.72,1.372
48061756,-0.581,-0.446,-0.201,-0.105
48061762,-0.349,0.525,-1.132,-0.721
48061763,-1.249,0.255,-1.037,-0.515
48061764,-1.069,0.467,-0.802,-0.612
48061765,-0.819,1.535,-0.666,-0.314
48061766,-0.444,1.004,-0.991,-0.501
48061767,-1.013,0.345,-0.55,-0.41
48061768,-0.726,0.886,-0.584,-0.436
48061769,-0.764,0.612,0.337,-0.375
48061770,-1.045,1.44,-0.136,-0.455
48061771,-1.029,1.225,-0.62,-0.473
48061772,-1.185,1.432,-0.909,-0.173
48061773,-0.959,2.228,-0.084,-0.206
48061774,0.767,2.388,-0.413,-0.469
48061775,-0.933,1.347,0.707,-0.591
48061776,-0.407,1.012,-1.23,-0.277
48061777,0.013,1.597,-1.149,-0.192
48061778,-0.066,0.86,2.696,-0.571
48061779,-0.766,0.618,-0.455,-0.433
48061780,-0.678,0.561,0.56,-0.861
48061781,0.036,0.876,-1.228,-0.559
48061785,-1.205,1.588,-0.243,-0.488
48061786,-1.488,0.81,-0.008,-0.496
48061789,-1.276,-0.072,0.342,-0.902
48061790,-0.879,0.586,-0.248,-0.57
48061792,-0.468,0.503,-0.452,-0.039
48061793,-0.961,0.137,-1.455,-0.931
48061795,-0.613,0.858,-0.972,-0.346
48061796,0.079,0.466,-0.57,-0.278
48061797,-0.557,1.455,-1.087,-0.84
48061800,-0.788,0.573,-0.141,-0.821
48061801,-1.148,0.971,-0.14,-0.676
48061802,1.475,-0.114,2.46,-1.243
48061803,0.129,0.814,-0.792,-0.527
48061804,-0.144,0.263,1.213,-0.974
48061805,-0.582,0.419,-1.033,-0.502
48061806,-0.086,-0.033,-0.752,-0.23
48061807,-1.191,-0.108,-1.259,-0.492
48061808,-1.104,-0.062,-0.965,-0.722
48061809,-1.037,0.16,-1.228,-0.287
48061811,-0.47,0.262,-1.175,-0.462
48061812,-0.969,0.193,-1.459,-0.546
48061814,-0.711,0.369,-0.121,-0.792
48061816,-1.304,-0.052,0.802,-1.295
48061817,-1.562,-0.355,0.051,-0.874
48061818,-1.161,0.272,-0.316,-1.071
48061819,-1.304,-0.446,-0.791,-1.217
48061821,-1.067,-0.624,-0.123,-0.884
48061822,-1.142,-0.619,-0.184,-0.99
48061823,-0.987,-0.317,-0.124,-1.053
48061824,0.351,-0.447,-0.317,-0.162
48061825,1.739,-0.395,0.684,0.081
48061826,1.989,0.067,-0.227,-0.039
48061827,-0.18,-0.68,-0.946,-0.052
48061828,-0.651,-0.598,-0.008,-0.437
48061829,-0.56,-0.856,-0.678,-0.005
48061831,0.766,-0.606,1.656,-0.34
48061832,-0.288,-0.463,-0.147,-1.058
48061833,-1.067,-0.896,-0.384,-0.489
48061835,-0.45,-0.034,-0.878,-0.326
48061836,-1.097,-0.616,-1.047,-0.594
