DAUID,Residential instability Scores,Ethno-cultural composition Scores,Economic dependency Scores,Situational vulnerability Scores
48061837,-0.437,-0.445,-0.955,-0.3
48061838,-0.754,-0.493,-0.942,-0.708
48061839,-0.611,-0.499,0.787,-0.8
48061841,0.155,-0.403,-0.152,0.477
48061842,-0.735,-0.439,-0.924,-0.548
48061843,-0.165,-0.577,-0.012,-0.456
48061844,-1.086,-0.751,0.32,-1.105
48061847,-1.329,-0.135,-0.562,-0.792
48061848,-0.609,-0.36,-1.635,-1.039
48061849,-1.34,-0.258,-0.823,-0.955
48061850,-1.373,-0.577,-0.147,-0.674
48061851,-1.561,-0.569,-0.343,-0.49
48061852,-1.374,-0.423,-0.096,-1.221
48061853,-1.232,-0.282,-0.741,-1.015
48061854,-1.389,-0.196,1.465,-1.274
48061855,-1.52,-0.419,-0.815,-1.057
48061858,-0.161,0.115,0.133,-0.556
48061860,-0.164,0.29,0.978,-0.947
48061864,-1.159,0.369,-0.62,-1.041
48061865,-1.307,0.266,-0.678,-1.074
48061868,-1.383,-0.311,0.03,-0.905
48061870,-0.985,0.568,-1.043,-0.642
48061871,-0.816,0.37,-0.831,-0.842
48061872,0.219,0.477,-1.748,-0.335
48061873,-0.008,0.725,-0.573,-0.857
48061874,-0.894,0.985,-1.348,-0.584
48061875,-0.347,0.518,-1.43,-0.936
48061876,-0.841,0.303,-1.195,-0.57
48061877,-0.977,0.454,-1.369,-1.096
48061878,-0.904,0.501,-0.887,-0.737
48061880,-1.309,0.666,-0.597,-1.258
48061881,-0.167,1.319,-1.045,-0.624
48061882,-0.49,0.763,-0.537,-0.83
48061883,-1.323,0.231,-0.523,-0.833
48061884,-1.388,0.251,-0.266,-1.046
48061885,-0.853,0.796,-1.054,0.282
48061886,-1.361,0.646,0.296,-0.747
48061887,-0.18,0.707,1.691,-0.995
48061888,-0.941,0.756,-0.953,-0.368
48061889,-1.251,-0.179,-0.765,-0.961
48061890,-1.794,-0.071,-0.195,-1.113
48061892,-0.693,-0.624,0.178,-0.981
48061893,-1.037,-0.688,-0.032,-1.062
48061894,-1.028,-0.742,-0.064,-0.803
48061899,-0.297,-0.689,-0.466,-1.174
48061902,-1.087,-0.75,-0.117,-0.701
48061903,-1.08,-0.747,0.263,-0.684
48061904,-0.495,-0.429,-0.434,0.459
48061905,-0.616,-0.721,-0.17,0.144
48061906,-0.416,-0.688,0.749,-0.671
48061911,-0.38,-0.869,0.458,-0.123
48061913,-1.027,-0.767,-0.633,-0.958
48061914,-1.043,-0.766,-0.538,-0.672
48061916,-0.522,-0.569,-0.045,-0.281
48061917,-1.077,-0.469,-0.126,-0.637
48061918,-0.015,-0.01,-0.48,0.454
48061919,-0.887,-0.482,-0.93,-0.691
48061921,0.233,-0.479,1.116,-0.448
48061922,-0.731,-0.722,-1.248,-0.68
48061923,-0.919,-0.649,-0.549,-0.376
48061924,-0.984,-0.67,0.676,-0.669
48061927,0.289,0.07,-0.668,0.064
48061928,-0.251,-0.4,0.122,-0.235
48061929,-0.646,-0.515,-0.832,-0.477
48061932,0.087,-0.804,-0.911,-0.706
48061933,-0.882,-0.686,-0.483,-0.685
48061934,-0.873,-0.732,-0.599,-0.602
48061935,-0.048,-0.647,0.659,-0.01
48061936,0.668,-0.518,0.482,0.551
48061937,-0.422,-0.378,-0.991,-0.746
48061938,-1.025,-0.573,-0.836,-1.016
48061940,-1.079,-0.695,-1.103,-0.285
48061941,-1.152,-0.377,-0.301,-0.777
48061946,-1.071,-0.228,-0.905,-0.748
48061947,-1.054,0.021,-1.234,-0.73
48061949,-0.805,-0.138,-1.269,-0.439
48061951,-0.264,0.047,-0.784,-0.272
48061953,0.505,-0.305,-0.611,-0.743
48061956,-0.414,0.202,-1.382,-0.418
48061957,-1.005,-0.144,-1.213,-0.342
48061958,-0.091,-0.065,-1.356,-0.271
48061959,-0.157,-0.391,-0.526,-0.437
48061963,-1.003,-0.561,-1.658,-0.276
48061964,-1.227,-0.697,-1.308,-0.423
48061965,-1.056,-0.658,-1.523,-0.577
48061966,-0.396,-0.593,-0.555,-0.524
48061967,-0.758,-0.461,-0.628,0.438
48061969,-0.818,1.232,-0.92,-0.497
48061972,-1.181,-0.153,0.971,-0.103
48061980,-0.945,1.569,-0.416,-0.676
48061986,-0.158,1.438,-0.045,0.033
48061987,-0.845,2.23,-0.757,0.07
48061988,-0.674,3.156,-0.269,0.664
48061989,-0.68,3.413,-0.3,0.641
48061990,-0.66,3.413,-0.348,0.835
48061991,-0.529,2.55,-1.556,0.455
48061992,-0.947,3.061,-0.428,0.059
48061993,0.169,2.465,-1.194,0.365
48061994,-0.152,2.262,-1.356,-0.173
48061995,0.099,3.357,-0.946,-0.119
48061996,-0.74,2.33,-0.439,0.176
48061997,-0.167,3.19,-1.011,0.437
48062001,-0.795,3.518,-0.321,0.484
48062002,-0.829,2.091,-0.496,-0.049
48062003,-1.132,2.147,0.167,-0.082
48062004,-1.053,2.097,-0.01,-0.106
48062005,-1.15,2.14,0.193,-0.16
48062006,-1.204,1.259,0.577,0.008
48062008,-0.499,2.098,-0.39,0.524
48062009,-0.507,2.288,-0.322,0.371
48062010,-0.909,1.924,-0.781,-0.218
48062011,-0.627,1.786,-0.156,0.131
48062012,-0.969,0.109,-0.612,-0.651
48062013,-0.996,0.03,-1.143,-0.318
48062014,-1.036,-0.707,-0.644,-0.549
48062015,-0.578,-0.623,0.147,-0.017
48062016,-1.241,-0.82,-0.752,-0.78
48062017,-0.448,-0.687,-0.098,0.449
48062018,-0.605,-0.407,-0.5,0.162
48062019,-1.086,-0.848,-0.716,-0.633
48062020,-0.331,-0.606,-0.962,1.309
48062021,0.263,-0.842,0.478,1.089
48062022,-0.375,-0.715,-1.158,-0.233
48062023,-0.754,-1.021,-0.74,-0.533
48062024,-0.688,-0.558,-0.903,-0.585
48062026,-0.83,2.269,-0.228,0.185
48062027,-0.923,2.084,0.631,-0.257
48062028,-1.151,2.06,0.54,1.03
48062029,0.047,2.563,0.166,2.279
48062030,1.146,1.639,-0.788,0.176
48062031,0.878,1.709,-0.291,0.34
48062033,-0.999,-0.801,-0.304,-0.855
48062034,-1.198,-0.695,-0.759,-0.771
48062038,0.303,-0.164,-0.036,-0.283
48062039,-0.197,0.547,-1.026,-0.759
48062040,-0.16,0.346,-0.725,-0.278
48062041,0.346,0.259,-0.704,-0.326
48062042,-0.191,0.177,-0.168,-0.288
48062043,-0.877,-0.364,0.377,-0.027
48062044,0.899,-0.146,-0.085,0.276
48062045,0.069,0.252,-0.403,-0.035
48062046,0.717,0.197,-1.142,-0.347
48062047,0.153,0.415,-0.313,-0.374
48062048,0.817,0.492,-0.214,-0.632
48062049,-0.384,0.082,1.474,-0.229
48062052,-0.355,-0.468,1.557,-0.252
48062053,-0.124,-0.685,-0.024,-0.241
48062054,-0.252,-0.908,-0.667,-0.718
48062055,0.941,-0.556,0.154,0.195
48062056,0.233,-0.22,0.027,-0.416
48062057,0.988,0.008,0.224,0.986
48062058,-0.896,-0.626,-0.206,-0.615
48062059,-0.53,-0.181,-0.156,0.107
48062060,-0.908,-0.875,-1.085,-0.447
48062061,-0.812,-0.806,0.082,-0.282
48062062,-0.339,-0.559,-0.892,0.367
48062063,-1.074,-0.647,-0.667,-0.606
48062064,-1.027,-0.557,-0.411,-0.963
48062065,-0.97,-0.478,0.352,-1.093
48062067,-0.656,0.81,-1.043,-0.219
48062068,-0.751,1.098,-0.384,-0.492
48062069,-0.552,1.123,-0.89,-0.365
48062070,-0.02,1.715,-0.879,0.084
48062071,0.896,0.693,1.087,-0.26
48062072,2.024,1.483,0.427,-0.499
48062074,-1.063,1.563,-0.394,-0.269
48062076,-0.722,1.307,-1.398,-0.545
48062077,-0.197,1.366,-1.85,-0.506
48062078,-1.007,0.605,-1.081,-0.62
48062080,-0.321,0.64,-0.942,0.287
48062083,-0.746,-0.762,-0.63,-1.05
48062084,-1.162,-0.522,-0.682,-1.03
48062085,-0.142,-0.904,-0.116,-0.66
48062086,0.614,-0.527,0.357,-0.11
48062090,-1.203,-0.684,-0.658,-0.965
48062091,-0.737,-0.485,-0.092,-0.667
48062092,-0.59,-0.668,-1.039,-0.553
48062093,-0.615,-0.659,0.318,-0.518
48062094,-0.895,-0.905,-0.991,-0.551
48062095,-0.075,-0.811,0.857,0.168
48062096,-0.793,-0.71,-0.44,-0.321
48062097,-1.055,-0.674,-0.505,-0.752
48062098,-0.669,-0.838,-0.522,-0.467
48062099,-0.816,-0.835,-1.067,-0.715
48062100,-0.423,-0.862,0.251,-0.391
48062101,-0.728,-0.826,0.189,-0.824
48062102,-0.519,-0.718,0.079,-0.067
48062103,-0.595,-0.762,-0.907,-0.421
48062104,-1.223,-0.842,-0.152,-0.757
48062105,-0.711,-0.04,0.206,-0.693
48062106,-0.93,-0.636,-1.268,-0.678
48062107,-0.317,-0.114,-1.037,0.143
48062108,-0.517,-0.325,-1.306,0.06
48062109,-0.026,-0.373,-1.142,0.169
48062110,-0.446,-0.818,0.287,-0.342
48062111,0.231,-0.528,-0.782,0.197
48062112,-0.16,-0.713,0.63,0.225
48062113,0.824,-0.628,-1.102,0.501
48062114,0.673,-0.15,-0.518,-0.342
48062115,-0.176,-0.546,0.072,0.078
48062116,-0.79,-0.181,-0.575,0.88
48062117,0.619,0.094,-0.929,-0.012
48062118,2.567,0.076,0.81,0.241
48062119,0.95,2.253,-0.716,1.555
48062120,0.511,1.297,-0.122,0.41
48062121,-0.471,0.162,-0.002,-0.207
48062122,0.519,0.395,-0.409,0.237
48062123,1.184,0.611,-0.651,0.477
48062124,-0.56,-0.792,0.019,-0.652
48062125,1.849,-0.113,-0.18,-0.442
48062126,1.037,0.072,-1.183,-0.28
48062127,1.113,-0.549,-1.592,-0.537
48062128,0.373,0.156,-1.328,-0.856
48062130,-0.809,-0.358,-1.439,-1.091
48062131,1.24,-0.042,-1.544,-0.297
48062134,-0.036,0.108,-0.721,-0.306
48062135,0.126,0.283,0.546,-0.296
48062136,1.972,0.13,-0.307,0.063
48062138,1.113,1.361,-0.66,-0.533
48062139,1.116,1.522,-1.117,-0.368
48062140,-0.773,1.127,-1.234,-0.503
48062141,-1.005,1.315,-1.017,-0.556
48062142,-0.896,1.526,-1.173,-0.527
48062143,-0.9,1.027,-1.177,-0.742
48062144,-1.151,0.5,-0.987,-0.818
48062145,-1.107,1.612,-0.519,-0.762
48062146,-0.456,0.909,-0.713,-0.174
48062147,-0.422,1.084,-1.175,-0.578
48062148,-0.03,0.931,0.139,-0.72
48062149,0.055,1.277,-1.357,-0.015
48062150,-0.691,0.643,-1.205,0.162
48062151,1.537,0.778,-0.834,-1.293
48062152,2.348,1.717,-1.352,-0.904
48062153,1.332,1.401,0.092,-0.883
48062154,0.22,0.109,-1.424,-0.771
48062155,-0.595,0.308,-0.837,-0.376
48062156,-1.184,0.191,0.298,-0.951
48062157,-0.11,0.29,1.46,-1.065
48062158,0.532,0.692,-0.624,-1.056
48062159,-0.97,3.299,-0.193,0.093
48062160,-1.165,3.228,-0.462,0.081
48062161,-0.549,2.914,-0.825,0.282
48062162,-0.685,-0.463,-1.329,-0.791
48062163,1.752,-0.594,0.78,-1.256
48062164,-0.911,-0.552,-1.204,-1.023
48062165,1.035,-0.446,-0.164,-0.439
48062167,-1.012,0.493,-1.381,-0.476
48062168,-0.954,0.471,-1.327,-0.666
48062169,-0.699,0.683,-1.779,-0.488
48062175,-1.383,0.499,0.381,-0.793
48062176,-1.526,-0.564,1.002,-1.264
48062177,-1.413,-0.335,-0.194,-0.569
48062178,-0.993,-0.379,0.174,-0.915
48062180,-1.017,0.171,-1.437,-1.058
48062182,-1.162,-0.301,-0.521,-0.283
48062183,-1.313,-0.37,0.411,-0.899
48062184,-1.003,1.499,-0.401,-0.939
48062185,-1.472,0.537,0.975,-1.396
48062186,-0.6,1.214,0.269,-0.932
48062187,-0.821,0.435,1.464,-0.786
48062188,-0.545,1.005,-0.844,-0.524
48062189,-0.646,0.348,-0.198,-0.406
48062190,-1.023,0.834,-0.568,-0.241
48062191,-0.587,0.153,-1.264,-0.369
48062192,-1.095,-0.204,-1.106,-0.676
48062193,-0.807,-0.027,-1.099,-0.068
48062196,-1.187,-0.377,-1.338,-0.791
48062197,-0.976,-0.452,-1.247,-0.387
48062198,-1.182,-0.34,-1.408,-0.515
48062199,-0.885,0,-1.452,-0.276
48062201,-1.005,1.48,-0.376,-0.772
48062202,-1.605,1.546,0.818,-0.633
48062203,-0.749,1.149,-0.024,-0.45
48062204,-0.994,0.909,0.23,-0.534
48062205,-0.956,0.468,0.464,-0.328
48062206,-1.277,-0.309,-0.212,-0.785
48062207,-1.312,0.296,-0.623,-0.786
48062208,-0.932,0.32,0.38,-0.225
48062209,-1.149,0.249,-0.257,-0.76
48062210,-1.193,-0.014,-0.684,-0.573
48062211,-0.75,0.386,-0.582,-0.485
48062212,-0.36,0.002,1.743,-0.873
48062213,-0.917,0.278,-1.438,-0.048
48062214,-0.973,0.208,-0.966,-0.657
48062215,-1.469,0.144,0.728,-0.968
48062216,2.005,2.499,-0.154,-0.569
48062217,-1.231,-0.217,0.683,-1.156
48062218,-1.361,0.351,-0.05,-0.99
48062219,-0.979,0.083,-0.415,-0.913
48062220,-0.938,0.143,-0.942,-0.422
48062221,-0.767,1.283,-1.094,0.14
48062222,-0.534,1.001,-1.158,0.025
48062224,-0.81,1.315,-0.842,-0.278
48062225,-0.831,0.751,-1.136,-0.275
48062226,-0.507,0.465,-0.996,-0.02
48062227,-0.673,1.444,-1.145,-0.187
48062228,-0.707,0.946,-1.015,-0.175
48062229,-1.259,1.285,1.058,-1.238
48062230,-0.749,1.657,0.45,-0.874
48062231,-1.338,2.272,0.317,-0.488
48062232,-1.149,0.592,1.453,-1.06
48062233,-1.161,0.859,0.002,-1.01
48062234,-1.643,1.298,0.518,-0.929
48062235,-1.665,1.422,0.212,-0.644
48062236,-1.336,0.913,-0.132,-0.776
48062237,-0.804,1.405,-0.801,-0.552
48062238,-0.915,0.813,-0.795,-0.719
48062239,-1.106,0.578,-1.137,-0.832
48062240,-0.923,0.586,-0.386,-0.443
48062241,-1.177,0.041,-1.413,-0.767
48062242,-0.434,0.016,-1.732,-0.714
48062243,-0.733,0.357,-1.082,-0.285
48062244,-0.966,0.05,-1.669,-0.747
48062246,-1.134,-0.064,-1.63,-0.953
48062247,-1.194,-0.045,-1.054,-0.721
48062248,-0.905,-0.196,-0.494,-0.873
48062250,-1.04,0.069,-1.38,-0.932
48062252,0.739,-0.13,0.07,-1.047
48062254,-0.711,0.35,-1.067,-0.293
48062256,-0.552,0.982,-1.036,0.092
48062258,-0.53,1.904,-0.661,0.494
48062259,-0.688,2.135,-0.591,0.242
48062260,-1.01,1.596,-0.223,-0.102
48062261,-1.006,0.945,-0.243,-1.043
48062262,0.499,0.328,0.396,-1.068
48062263,-0.46,1.449,0.473,1.58
48062265,-0.764,2.277,-0.868,0.071
48062268,-0.959,1.175,-0.963,-0.75
48062269,-0.445,1.26,-1.151,-0.091
48062271,-0.566,1.088,-0.774,0.296
48062273,-0.48,0.638,-0.987,-0.084
48062275,-1.239,0.336,-0.743,-0.939
48062276,-1.26,0.692,-0.376,-0.644
48062277,-0.419,1.04,-1.341,-0.471
48062278,-0.989,0.924,-0.837,-0.666
48062279,-0.939,0.851,-1.112,-0.735
48062280,-0.495,1.202,-1.122,-0.814
48062281,-1.025,1.113,-0.273,0.053
48062282,-0.628,0.615,-1.388,-0.274
48062283,-0.4,1.047,-1.433,-0.336
48062287,-0.875,1.076,-0.563,-0.803
48062288,-0.718,1.309,-1.007,-0.347
48062290,-0.793,2.746,-0.615,0.401
48062293,-0.423,1.396,-0.903,0.528
48062294,-0.819,2.703,-0.518,0.22
48062295,-0.463,0.849,-1.215,-0.385
48062296,-0.735,0.891,-1.311,-0.8
48062297,-0.863,1.241,-1.163,-0.32
48062300,-0.999,1.829,-0.669,-0.257
48062301,-1.272,1.774,-1.216,-0.701
48062302,-0.823,1.101,-1.083,-0.413
48062305,-0.583,0.964,-1.026,-0.444
48062306,-0.407,0.972,-0.687,-0.357
48062307,1.622,0.205,1.051,-0.513
48062308,-0.053,-0.525,2.211,-0.452
48062309,1.059,1.705,-0.799,0.464
48062310,-0.799,0.939,-1.094,-0.657
48062311,-0.946,0.831,-1.2,-0.513
48062312,-0.637,1.221,-0.951,-0.385
48062313,0.248,-0.316,-0.263,-0.402
48062314,-0.298,-0.13,-1.23,-0.362
48062315,-0.863,0.527,-1.44,-0.116
48062316,-0.595,-0.277,-1.363,-0.508
48062317,1.442,1.044,-1.305,-0.195
48062318,-0.456,0.268,-1.524,-0.258
48062319,0.108,0.695,-2.247,-0.269
48062324,-1.187,0.037,-0.002,-0.85
48062325,0.133,-0.025,-0.066,-0.858
48062326,-0.164,-0.43,-1.423,0.013
48062327,-1.076,0.121,-0.432,-0.649
48062328,-1.062,0.111,-1.365,-0.721
48062329,-0.436,0.498,-1.423,-0.487
48062330,-0.61,0.006,-1.435,-0.434
48062334,0.425,-0.703,0.829,1.374
48062335,-0.308,-0.747,-1.753,-0.395
48062336,-0.227,-0.544,-0.675,-0.287
48062337,-0.79,-0.402,-0.629,-0.994
48062338,-1.329,-0.373,-1.195,-0.919
48062339,-0.222,-0.262,-1.429,-0.189
48062340,-0.99,-0.234,-1.594,-0.6
48062344,-0.173,0.396,-1.409,-0.088
48062345,-0.27,0.648,-1.668,-0.524
48062346,-0.611,0.049,-1.526,-0.382
48062347,-0.769,0.603,-1.2,-0.205
48062353,1.028,-0.001,-0.42,-0.637
48062354,1.576,-0.056,2.602,-1.322
48062355,-0.287,0.339,-1.544,-0.563
48062356,-1.146,1.936,0.568,-0.78
48062358,-0.825,0.571,-1.042,-0.113
48062360,-1.25,0.097,-1.342,-0.919
48062363,-1.075,0.142,-0.538,-0.995
48062364,-1,-0.212,-0.322,-0.857
48062367,-1.546,0.102,-0.824,-1.152
48062368,0.358,-0.211,2.978,-1.315
48062370,-0.642,2.259,-0.922,0.84
48062371,-1.047,2.819,-0.267,-0.07
48062372,-0.688,2.118,-0.792,0.072
48062373,-0.954,2.78,-0.351,-0.174
48062374,-0.063,2.788,-0.825,0.078
48062375,-0.864,2.471,-0.143,0.345
48062376,-0.723,2.46,-0.411,0.196
48062378,-0.954,-0.701,-0.417,-0.665
48062379,-0.387,-0.861,-1.099,-0.438
48062380,-1.088,-0.441,-0.2,-0.852
48062382,-0.712,-0.957,0.084,-0.595
48062383,0.067,-0.575,0.187,-0.017
48062384,-0.703,-0.895,0.468,-0.539
48062385,-0.885,-0.868,-0.378,-0.57
48062386,-0.104,-0.675,-0.602,0.642
48062387,-0.662,-1.017,-0.323,-0.742
48062388,-0.656,-0.562,-0.946,-0.294
48062389,-1.251,-0.248,-0.266,-0.667
48062393,0.162,1.894,-1.676,-0.966
48062394,-0.831,-0.314,0.577,-0.209
48062396,-1.363,0.151,-0.273,-1.104
48062398,-1.068,-0.41,-0.346,-0.966
48062400,-1.508,-0.122,0.068,-1.002
48062402,-0.571,-0.007,-0.267,0.12
48062403,-0.749,-0.134,-0.61,-0.548
48062404,-0.914,-0.374,-0.418,-0.676
48062405,-0.787,-0.569,-0.392,-0.733
48062407,-0.714,-0.651,10.636,-1.516
48062410,-1.1,-0.528,0.356,-0.748
48062411,-0.959,-0.171,0.568,-0.798
48062412,-0.936,-0.099,1.106,-0.801
48062414,-0.767,0.46,0.259,0.383
48062416,-1.061,0.838,-1.489,-0.438
48062417,0.221,1.554,-1.114,-0.431
48062419,0.57,-0.147,-0.423,0.65
48062421,-0.807,-0.609,-0.625,-0.292
48062422,-0.679,-0.238,-1.122,-0.187
48062423,-0.324,-0.237,-1.64,-0.285
48062424,-0.474,-0.013,-1.316,-0.342
48062427,-1.304,1.464,-0.787,-0.358
48062428,-1.002,0.752,-0.911,-0.155
48062429,-1.046,0.24,-0.899,-0.703
48062431,-1.182,-0.109,-0.322,-0.38
48062432,-0.944,0.334,-0.832,-0.348
48062440,-0.699,-0.441,-1.382,-0.417
48062441,-0.518,-0.674,-0.863,-0.22
48062449,-0.812,-0.978,-0.991,-0.814
48062452,-0.338,-0.852,0.141,-0.818
48062457,-1.366,-0.351,-0.397,-0.854
48062459,-0.795,-0.844,-0.608,-0.167
48062461,-1.128,-0.951,0.159,-1.018
48062464,-0.9,-0.713,-0.307,-0.588
48062466,-1.207,-0.432,-0.168,-0.17
48062468,-1.248,-0.604,-0.141,-0.71
48062469,-0.424,-0.247,-0.597,-0.451
48062476,-0.51,-0.562,0.045,-0.526
48062483,-1.121,-0.564,-0.1,-0.32
48062486,-1.058,-0.38,-1.092,-0.676
48062487,-0.827,-0.551,-1.09,-0.65
48062489,0.245,-0.403,-0.756,-0.294
48062491,1.021,-0.347,0.296,0.25
48062492,-0.815,-0.064,-1.05,-0.6
48062493,-1.034,-0.268,-0.946,-0.616
48062495,-0.892,-0.594,-0.255,-0.819
48062500,-0.89,-0.675,-0.384,-0.599
48062501,-0.593,-0.56,-0.615,-0.572
48062502,-1.052,-0.413,-1.578,-0.579
48062505,-1.077,-0.58,-1.161,-0.666
48062506,-0.798,-0.649,1.065,-0.993
48062508,-1.144,0.155,-1.307,-0.948
48062509,-0.504,1.014,-1.293,-0.921
48062510,2.184,1.203,-1.669,-1.123
48062511,3.165,0.233,-1.471,-0.381
48062513,2.502,-0.122,-1.658,-0.639
48062514,-0.764,0.932,-1.196,-0.665
48062515,-0.424,1.009,-1.3,-0.758
48062516,-0.079,3.153,-1.374,-0.392
48062517,-0.957,2.83,-0.479,0.407
48062519,0.094,2.895,-1.443,-0.558
48062520,1.222,2.358,-1.558,-0.468
48062521,0.162,2.357,-1.133,-0.286
48062522,0.447,3.274,-1.381,-0.174
48062523,-0.532,3.162,-0.641,-0.189
48062524,-0.168,3.151,-0.867,-0.017
48062525,-0.091,2.827,-1.066,-0.041
48062526,-0.677,2.876,-0.527,-0.021
48062527,-1.468,2.792,0.181,-0.219
48062528,-1.003,1.67,-0.443,0.058
48062529,-0.811,2.426,-1.427,-0.069
48062530,-0.675,1.375,-1.242,-0.765
48062531,-0.411,1.334,-1.454,-0.849
48062532,-0.56,1.076,-1.488,-0.734
48062533,0.424,2.223,-1.947,-1.233
48062537,0.922,1.962,-0.834,-0.401
48062538,-0.744,1.607,-0.75,-0.376
48062539,-1.016,1.807,-0.666,-0.615
48062541,-1.003,0.662,-1.238,-0.362
48062542,-0.903,0.591,-1.112,-0.131
48062544,-0.334,0.317,-1.545,-0.3
48062548,0.085,0.459,-1.585,-0.52
48062550,-0.802,0.63,-1.677,-0.683
48062551,0.015,0.724,-1.873,-0.629
48062552,0.332,0.849,-1.628,-0.602
48062553,-0.488,0.125,-1.612,-0.391
48062554,-0.994,0.349,-1.518,-0.727
48062555,-1.121,0.133,-1.472,-0.832
48062556,0.619,0.623,-1.453,-0.894
48062557,0.643,0.435,-1.272,-0.404
48062558,-0.672,0.286,-1.639,-0.755
48062559,0.379,0.577,-1.392,-0.976
48062560,-0.298,0.588,-1.072,-0.528
48062561,-0.59,0.264,-1.227,-0.892
48062562,0.079,0.659,-0.339,-0.673
48062563,1.022,0.701,-0.136,-0.651
48062564,-0.606,0.936,-1.37,-0.811
48062565,-1.274,0.666,-0.95,-1.171
48062566,-0.854,0.572,-1.032,-0.768
48062567,-0.913,0.497,-0.017,-0.454
48062568,-0.404,0.11,0.882,-0.77
48062570,-1.159,1,-1.573,-1.254
48062571,-1.416,-0.499,-0.714,-0.899
48062572,-0.862,-0.482,0.598,-0.914
48062574,-1.198,0.666,-1.528,-0.892
48062575,-0.928,0.73,-1.247,-0.793
48062576,-0.382,0.578,-1.401,-0.718
48062577,-0.633,0.754,-1.563,-0.95
48062578,-0.776,1.451,-1.464,-0.314
48062579,-0.873,1.605,-1.234,-0.3
48062580,-0.106,1.263,-1.09,-0.355
48062581,-0.552,1.476,-1.506,-0.461
48062582,-0.907,0.926,-0.661,-0.581
48062584,0.773,1.494,-1.106,-0.405
48062585,0.581,1.004,0.432,-0.93
48062586,-1.282,0.169,-0.263,-0.899
48062587,-1.099,0.07,-1.418,-0.736
48062588,-0.942,0,-1.008,-0.52
48062589,-0.931,-0.033,0.811,-0.766
48062590,-0.97,-0.13,-1.172,-0.514
48062591,-0.675,0.172,-1.53,-0.535
48062592,-1.62,-0.084,1.589,-1.252
48062593,-1.082,-0.029,-1.561,-0.741
48062594,-1.47,-0.282,-1.563,-0.98
48062595,-0.615,1.46,-1.227,-0.171
48062596,-0.135,1.46,-1.647,-0.369
48062597,-0.888,0.427,-1.1,-0.696
48062598,1.307,0.837,-0.574,-0.795
48062599,0.898,0.14,-0.49,-0.538
48062600,-0.637,0.145,-1.482,-0.44
48062601,-0.23,-0.003,-1.745,-0.253
48062602,-0.233,0.289,-1.163,-0.984
48062603,-1.184,1.085,-1.389,-0.954
48062604,0.538,2.075,-0.872,-0.507
48062605,-0.389,-0.18,-1.395,-0.518
48062606,-0.558,-0.108,-1.22,-0.849
48062607,-0.154,-0.365,-1.535,-0.498
48062608,0.339,0.009,-1.584,-0.614
48062609,-0.65,0.282,-0.062,-0.938
48062610,-0.383,-0.497,0.186,-0.636
48062611,-0.399,-0.344,-1.796,-0.769
48062612,1.041,-0.413,-0.497,-0.785
48062613,-0.722,-0.387,-0.754,-0.613
48062614,-0.587,-0.364,-1.316,-0.742
48062615,-0.774,-0.55,-1.183,-0.906
48062616,-1.015,-0.422,-1.425,-0.533
48062617,-0.023,-0.083,-0.634,-0.58
48062618,-0.066,-0.183,-1.347,-0.886
48062619,-0.497,-0.219,-1.419,-0.683
48062620,0.089,-0.133,-0.134,-0.524
48062621,-0.723,0.086,-1.396,-0.768
48062622,-0.26,0.915,-1.262,-0.697
48062623,0.701,1.013,-1.745,-0.975
48062624,0.479,0.774,-1.596,-0.782
48062626,-0.032,1.923,-1.591,-0.712
48062627,-0.735,1.443,-1.278,-0.778
48062628,-0.457,1.365,-1.408,-1.042
48062629,-0.017,1.502,-1.636,-0.736
48062630,-0.617,0.819,-1.155,-0.487
48062631,-0.482,0.378,-0.92,-0.715
48062632,1.2,1.125,-1.251,-0.247
48062633,0.589,1.457,-1.698,-1.094
48062634,0.25,2.17,-0.972,-0.752
48062635,1.614,1.128,-0.906,-0.984
48062636,-0.544,2.181,-0.922,-0.888
48062637,-0.056,1.778,-1.021,-0.621
48062638,-0.403,1.284,-0.851,-0.529
48062639,-1.063,0.921,-1.048,-0.672
48062640,-0.634,1.501,-1.437,-0.442
48062641,-0.599,1.069,-1.219,-0.334
48062643,1.143,1.102,0.61,-0.607
48062644,-0.994,-0.286,-1.539,-0.788
48062645,-0.976,-0.474,-1.254,-0.361
48062646,-0.76,-0.34,-1.398,-0.23
48062647,-0.496,-0.665,0.767,-0.936
48062648,-1.085,-0.336,-0.832,-0.881
48062649,-0.768,-0.62,-0.778,-1.012
48062650,-0.665,-0.463,-1.163,-0.632
48062651,-0.772,-0.566,-0.718,-0.256
48062652,-0.704,-0.465,-1.376,-0.389
48062653,0.054,0.134,-1.44,-0.273
48062654,-0.337,0.106,-1.514,-0.06
48062655,-0.244,0.237,-1.437,-0.167
48062656,-1.006,-0.152,-1.351,-0.639
48062657,-0.884,-0.408,0.727,-0.728
48062658,-0.605,-0.444,-1.375,-0.032
48062659,-0.726,-0.378,0.854,-0.747
48062660,-1.355,-0.24,-0.913,-0.877
48062661,-1.377,-0.675,1.501,-1.471
48062662,-1.35,-0.403,-0.454,-1.536
48062663,-1.549,-0.487,-0.326,-1.152
48062665,-0.764,-0.647,-0.317,-0.305
48062666,-0.15,-0.665,0.517,-0.314
48062668,-0.053,-1.005,-0.064,-0.689
48062670,-0.545,-0.561,1.047,-0.198
48062672,-0.768,1.676,-0.525,0.891
